,season,team_name1,team_name2,first_half,second_half,match_score,attendance,match_time,first_half_home,first_half_away,second_half_home,second_half_away,total_scored_home,total_scored_away,first_half_total,second_half_total,total_goal,winner
842,2020/2021,Chelsea,Fulham,1-0,1-0,2-0,Unknown,16:30,1,0,1,0,2,0,1,1,2,Home
843,2020/2021,Brighton,Leeds Utd,1-0,1-0,2-0,Unknown,14:00,1,0,1,0,2,0,1,1,2,Home
844,2020/2021,Crystal Palace,Man City,0-0,0-2,0-2,Unknown,11:30,0,0,0,2,0,2,0,2,2,Away
845,2020/2021,Southampton,Leicester City,0-0,1-1,1-1,Unknown,19:00,0,0,1,1,1,1,0,2,2,Draw
846,2020/2021,Leicester City,Crystal Palace,0-1,2-0,2-1,Unknown,19:00,0,1,2,0,2,1,1,2,3,Home
847,2020/2021,Aston Villa,West Brom,1-1,1-1,2-2,Unknown,18:00,1,1,1,1,2,2,2,2,4,Draw
848,2020/2021,Leeds Utd,Man Utd,0-0,0-0,0-0,Unknown,13:00,0,0,0,0,0,0,0,0,0,Draw
849,2020/2021,Wolves,Burnley,0-3,0-1,0-4,Unknown,11:00,0,3,0,1,0,4,3,1,4,Away
850,2020/2021,Sheffield Utd,Brighton,1-0,0-0,1-0,Unknown,19:00,1,0,0,0,1,0,1,0,1,Home
851,2020/2021,West Ham,Chelsea,0-1,0-0,0-1,Unknown,16:30,0,1,0,0,0,1,1,0,1,Away
852,2020/2021,Liverpool,Newcastle,1-0,0-1,1-1,Unknown,11:30,1,0,0,1,1,1,1,1,2,Draw
853,2020/2021,Arsenal,Everton,0-0,0-1,0-1,Unknown,19:00,0,0,0,1,0,1,0,1,1,Away
854,2020/2021,Man City,Southampton,3-1,2-1,5-2,Unknown,18:00,3,1,2,1,5,2,4,3,7,Home
855,2020/2021,Fulham,Tottenham,0-1,0-0,0-1,Unknown,18:00,0,1,0,0,0,1,1,0,1,Away
856,2020/2021,Southampton,Crystal Palace,1-1,2-0,3-1,Unknown,19:15,1,1,2,0,3,1,2,2,4,Home
857,2020/2021,Leicester City,West Brom,3-0,0-0,3-0,Unknown,19:00,3,0,0,0,3,0,3,0,3,Home
858,2020/2021,Aston Villa,Man City,1-2,0-0,1-2,Unknown,19:15,1,2,0,0,1,2,3,0,3,Away
859,2020/2021,Chelsea,Brighton,0-0,0-0,0-0,Unknown,19:15,0,0,0,0,0,0,0,0,0,Draw
860,2020/2021,Leeds Utd,Liverpool,0-1,1-0,1-1,Unknown,19:00,0,1,1,0,1,1,1,1,2,Draw
861,2020/2021,Man Utd,Burnley,0-0,3-1,3-1,Unknown,15:00,0,0,3,1,3,1,0,4,4,Home
862,2020/2021,Arsenal,Fulham,0-0,1-1,1-1,Unknown,12:30,0,0,1,1,1,1,0,2,2,Draw
863,2020/2021,Wolves,Sheffield Utd,0-0,1-0,1-0,Unknown,19:15,0,0,1,0,1,0,0,1,1,Home
864,2020/2021,Newcastle,West Ham,2-0,1-2,3-2,Unknown,11:30,2,0,1,2,3,2,2,3,5,Home
865,2020/2021,Everton,Tottenham,1-1,1-1,2-2,Unknown,19:00,1,1,1,1,2,2,2,2,4,Draw
866,2020/2021,Brighton,Everton,0-0,0-0,0-0,Unknown,19:15,0,0,0,0,0,0,0,0,0,Draw
867,2020/2021,West Brom,Southampton,2-0,1-0,3-0,Unknown,17:00,2,0,1,0,3,0,2,1,3,Home
868,2020/2021,Sheffield Utd,Arsenal,0-1,0-2,0-3,Unknown,18:00,0,1,0,2,0,3,1,2,3,Away
869,2020/2021,Tottenham,Man Utd,1-0,0-3,1-3,Unknown,15:30,1,0,0,3,1,3,1,3,4,Away
870,2020/2021,West Ham,Leicester City,2-0,1-2,3-2,Unknown,13:05,2,0,1,2,3,2,2,3,5,Home
871,2020/2021,Burnley,Newcastle,1-0,0-2,1-2,Unknown,11:00,1,0,0,2,1,2,1,2,3,Away
872,2020/2021,Crystal Palace,Chelsea,0-3,1-1,1-4,Unknown,16:30,0,3,1,1,1,4,3,2,5,Away
873,2020/2021,Liverpool,Aston Villa,0-1,2-0,2-1,Unknown,14:00,0,1,2,0,2,1,1,2,3,Home
874,2020/2021,Man City,Leeds Utd,0-1,1-1,1-2,Unknown,11:30,0,1,1,1,1,2,1,2,3,Away
875,2020/2021,Fulham,Wolves,0-0,0-1,0-1,Unknown,19:00,0,0,0,1,0,1,0,1,1,Away
876,2020/2021,Wolves,West Ham,1-3,1-0,2-3,Unknown,19:15,1,3,1,0,2,3,4,1,5,Away
877,2020/2021,Aston Villa,Fulham,0-0,3-1,3-1,Unknown,15:30,0,0,3,1,3,1,0,4,4,Home
878,2020/2021,Everton,Crystal Palace,0-0,1-1,1-1,Unknown,17:00,0,0,1,1,1,1,0,2,2,Draw
879,2020/2021,Man Utd,Brighton,0-1,2-0,2-1,Unknown,18:30,0,1,2,0,2,1,1,2,3,Home
880,2020/2021,Newcastle,Tottenham,1-2,1-0,2-2,Unknown,13:05,1,2,1,0,2,2,3,1,4,Draw
881,2020/2021,Southampton,Burnley,2-2,1-0,3-2,Unknown,11:00,2,2,1,0,3,2,4,1,5,Home
882,2020/2021,Arsenal,Liverpool,0-0,0-3,0-3,Unknown,19:00,0,0,0,3,0,3,0,3,3,Away
883,2020/2021,Leicester City,Man City,0-0,0-2,0-2,Unknown,16:30,0,0,0,2,0,2,0,2,2,Away
884,2020/2021,Leeds Utd,Sheffield Utd,1-1,1-0,2-1,Unknown,14:00,1,1,1,0,2,1,2,1,3,Home
885,2020/2021,Chelsea,West Brom,1-2,1-3,2-5,Unknown,11:30,1,2,1,3,2,5,3,4,7,Away
886,2020/2021,Tottenham,Southampton,0-1,2-0,2-1,Unknown,17:00,0,1,2,0,2,1,1,2,3,Home
887,2020/2021,West Ham,Arsenal,3-1,0-2,3-3,Unknown,15:00,3,1,0,2,3,3,4,2,6,Draw
888,2020/2021,Brighton,Newcastle,1-0,2-0,3-0,Unknown,20:00,1,0,2,0,3,0,1,2,3,Home
889,2020/2021,Fulham,Leeds Utd,1-1,0-1,1-2,Unknown,20:00,1,1,0,1,1,2,2,1,3,Away
890,2020/2021,Liverpool,Chelsea,0-1,0-0,0-1,Unknown,20:15,0,1,0,0,0,1,1,0,1,Away
891,2020/2021,West Brom,Everton,0-0,0-1,0-1,Unknown,18:00,0,0,0,1,0,1,0,1,1,Away
892,2020/2021,Crystal Palace,Man Utd,0-0,0-0,0-0,Unknown,20:15,0,0,0,0,0,0,0,0,0,Draw
893,2020/2021,Burnley,Leicester City,1-1,0-0,1-1,Unknown,18:00,1,1,0,0,1,1,2,0,2,Draw
894,2020/2021,Man City,Wolves,1-0,3-1,4-1,Unknown,20:00,1,0,3,1,4,1,1,4,5,Home
895,2020/2021,Sheffield Utd,Aston Villa,1-0,0-0,1-0,Unknown,18:00,1,0,0,0,1,0,1,0,1,Home
896,2020/2021,Wolves,Liverpool,0-1,0-0,0-1,Unknown,20:00,0,1,0,0,0,1,1,0,1,Away
897,2020/2021,Man Utd,West Ham,0-0,1-0,1-0,Unknown,19:15,0,0,1,0,1,0,0,1,1,Home
898,2020/2021,Arsenal,Tottenham,1-1,1-0,2-1,Unknown,16:30,1,1,1,0,2,1,2,1,3,Home
899,2020/2021,Leicester City,Sheffield Utd,1-0,4-0,5-0,Unknown,14:00,1,0,4,0,5,0,1,4,5,Home
900,2020/2021,Southampton,Brighton,1-1,0-1,1-2,Unknown,12:00,1,1,0,1,1,2,2,1,3,Away
901,2020/2021,Fulham,Man City,0-0,0-3,0-3,Unknown,20:00,0,0,0,3,0,3,0,3,3,Away
902,2020/2021,Everton,Burnley,1-2,0-0,1-2,Unknown,17:30,1,2,0,0,1,2,3,0,3,Away
903,2020/2021,Crystal Palace,West Brom,1-0,0-0,1-0,Unknown,15:00,1,0,0,0,1,0,1,0,1,Home
904,2020/2021,Leeds Utd,Chelsea,0-0,0-0,0-0,Unknown,12:30,0,0,0,0,0,0,0,0,0,Draw
905,2020/2021,Newcastle,Aston Villa,0-0,1-1,1-1,Unknown,20:00,0,0,1,1,1,1,0,2,2,Draw
906,2020/2021,West Ham,Leeds Utd,2-0,0-0,2-0,Unknown,20:00,2,0,0,0,2,0,2,0,2,Home
907,2020/2021,Chelsea,Everton,1-0,1-0,2-0,Unknown,18:00,1,0,1,0,2,0,1,1,2,Home
908,2020/2021,Tottenham,Crystal Palace,1-1,3-0,4-1,Unknown,19:15,1,1,3,0,4,1,2,3,5,Home
909,2020/2021,Man City,Man Utd,0-1,0-1,0-2,Unknown,16:30,0,1,0,1,0,2,1,1,2,Away
910,2020/2021,West Brom,Newcastle,0-0,0-0,0-0,Unknown,12:00,0,0,0,0,0,0,0,0,0,Draw
911,2020/2021,Brighton,Leicester City,1-0,0-2,1-2,Unknown,20:00,1,0,0,2,1,2,1,2,3,Away
912,2020/2021,Aston Villa,Wolves,0-0,0-0,0-0,Unknown,17:30,0,0,0,0,0,0,0,0,0,Draw
913,2020/2021,Liverpool,Fulham,0-1,0-0,0-1,Unknown,14:00,0,1,0,0,0,1,1,0,1,Away
914,2020/2021,Sheffield Utd,Southampton,0-1,0-1,0-2,Unknown,15:00,0,1,0,1,0,2,1,1,2,Away
915,2020/2021,Burnley,Arsenal,1-1,0-0,1-1,Unknown,12:30,1,1,0,0,1,1,2,0,2,Draw
916,2020/2021,Everton,Southampton,1-0,0-0,1-0,Unknown,20:00,1,0,0,0,1,0,1,0,1,Home
917,2020/2021,Sheffield Utd,Liverpool,0-0,0-2,0-2,Unknown,19:15,0,0,0,2,0,2,0,2,2,Away
918,2020/2021,Chelsea,Man Utd,0-0,0-0,0-0,Unknown,16:30,0,0,0,0,0,0,0,0,0,Draw
919,2020/2021,Tottenham,Burnley,3-0,1-0,4-0,Unknown,14:00,3,0,1,0,4,0,3,1,4,Home
920,2020/2021,Crystal Palace,Fulham,0-0,0-0,0-0,Unknown,12:00,0,0,0,0,0,0,0,0,0,Draw
921,2020/2021,Leicester City,Arsenal,1-2,0-1,1-3,Unknown,12:00,1,2,0,1,1,3,3,1,4,Away
922,2020/2021,Newcastle,Wolves,0-0,1-1,1-1,Unknown,20:00,0,0,1,1,1,1,0,2,2,Draw
923,2020/2021,Leeds Utd,Aston Villa,0-1,0-0,0-1,Unknown,17:30,0,1,0,0,0,1,1,0,1,Away
924,2020/2021,West Brom,Brighton,1-0,0-0,1-0,Unknown,15:00,1,0,0,0,1,0,1,0,1,Home
925,2020/2021,Man City,West Ham,1-1,1-0,2-1,Unknown,12:30,1,1,1,0,2,1,2,1,3,Home
926,2020/2021,Man Utd,Newcastle,1-1,2-0,3-1,Unknown,19:00,1,1,2,0,3,1,2,2,4,Home
927,2020/2021,Arsenal,Man City,0-1,0-0,0-1,Unknown,16:30,0,1,0,0,0,1,1,0,1,Away
928,2020/2021,Brighton,Crystal Palace,0-1,1-1,1-2,Unknown,20:00,0,1,1,1,1,2,1,2,3,Away
929,2020/2021,Aston Villa,Leicester City,0-2,1-0,1-2,Unknown,14:05,0,2,1,0,1,2,2,1,3,Away
930,2020/2021,West Ham,Tottenham,1-0,1-1,2-1,Unknown,12:00,1,0,1,1,2,1,1,2,3,Home
931,2020/2021,Fulham,Sheffield Utd,0-0,1-0,1-0,Unknown,20:00,0,0,1,0,1,0,0,1,1,Home
932,2020/2021,Liverpool,Everton,0-1,0-1,0-2,Unknown,17:30,0,1,0,1,0,2,1,1,2,Away
933,2020/2021,Burnley,West Brom,0-0,0-0,0-0,Unknown,15:00,0,0,0,0,0,0,0,0,0,Draw
934,2020/2021,Southampton,Chelsea,1-0,0-1,1-1,Unknown,12:30,1,0,0,1,1,1,1,1,2,Draw
935,2020/2021,Wolves,Leeds Utd,0-0,1-0,1-0,Unknown,20:00,0,0,1,0,1,0,0,1,1,Home
936,2020/2021,Chelsea,Newcastle,2-0,0-0,2-0,Unknown,20:00,2,0,0,0,2,0,2,0,2,Home
937,2020/2021,West Ham,Sheffield Utd,1-0,2-0,3-0,Unknown,18:00,1,0,2,0,3,0,1,2,3,Home
938,2020/2021,Everton,Fulham,0-0,0-2,0-2,Unknown,19:00,0,0,0,2,0,2,0,2,2,Away
939,2020/2021,Arsenal,Leeds Utd,3-0,1-2,4-2,Unknown,16:30,3,0,1,2,4,2,3,3,6,Home
940,2020/2021,West Brom,Man Utd,1-1,0-0,1-1,Unknown,14:00,1,1,0,0,1,1,2,0,2,Draw
941,2020/2021,Southampton,Wolves,1-0,0-2,1-2,Unknown,12:00,1,0,0,2,1,2,1,2,3,Away
942,2020/2021,Brighton,Aston Villa,0-0,0-0,0-0,Unknown,20:00,0,0,0,0,0,0,0,0,0,Draw
943,2020/2021,Man City,Tottenham,1-0,2-0,3-0,Unknown,17:30,1,0,2,0,3,0,1,2,3,Home
944,2020/2021,Crystal Palace,Burnley,0-2,0-1,0-3,Unknown,15:00,0,2,0,1,0,3,2,1,3,Away
945,2020/2021,Leicester City,Liverpool,0-0,3-1,3-1,Unknown,12:30,0,0,3,1,3,1,0,4,4,Home
946,2020/2021,Leeds Utd,Crystal Palace,1-0,1-0,2-0,Unknown,20:00,1,0,1,0,2,0,1,1,2,Home
947,2020/2021,Sheffield Utd,Chelsea,0-1,1-1,1-2,Unknown,19:15,0,1,1,1,1,2,1,2,3,Away
948,2020/2021,Liverpool,Man City,0-0,1-4,1-4,Unknown,16:30,0,0,1,4,1,4,0,5,5,Away
949,2020/2021,Wolves,Leicester City,0-0,0-0,0-0,Unknown,14:00,0,0,0,0,0,0,0,0,0,Draw
950,2020/2021,Tottenham,West Brom,0-0,2-0,2-0,Unknown,12:00,0,0,2,0,2,0,0,2,2,Home
951,2020/2021,Man Utd,Everton,2-0,1-3,3-3,Unknown,20:00,2,0,1,3,3,3,2,4,6,Draw
952,2020/2021,Fulham,West Ham,0-0,0-0,0-0,Unknown,17:30,0,0,0,0,0,0,0,0,0,Draw
953,2020/2021,Newcastle,Southampton,3-1,0-1,3-2,Unknown,15:00,3,1,0,1,3,2,4,1,5,Home
954,2020/2021,Burnley,Brighton,0-1,1-0,1-1,Unknown,15:00,0,1,1,0,1,1,1,1,2,Draw
955,2020/2021,Aston Villa,Arsenal,1-0,0-0,1-0,Unknown,12:30,1,0,0,0,1,0,1,0,1,Home
956,2020/2021,Tottenham,Chelsea,0-1,0-0,0-1,Unknown,20:00,0,1,0,0,0,1,1,0,1,Away
957,2020/2021,Aston Villa,West Ham,0-0,1-3,1-3,Unknown,20:15,0,0,1,3,1,3,0,4,4,Away
958,2020/2021,Liverpool,Brighton,0-0,0-1,0-1,Unknown,20:15,0,0,0,1,0,1,0,1,1,Away
959,2020/2021,Leeds Utd,Everton,0-2,1-0,1-2,Unknown,19:30,0,2,1,0,1,2,2,1,3,Away
960,2020/2021,Burnley,Man City,0-2,0-0,0-2,Unknown,18:00,0,2,0,0,0,2,2,0,2,Away
961,2020/2021,Fulham,Leicester City,0-2,0-0,0-2,Unknown,18:00,0,2,0,0,0,2,2,0,2,Away
962,2020/2021,Newcastle,Crystal Palace,1-2,0-0,1-2,Unknown,20:15,1,2,0,0,1,2,3,0,3,Away
963,2020/2021,Man Utd,Southampton,4-0,5-0,9-0,Unknown,20:15,4,0,5,0,9,0,4,5,9,Home
964,2020/2021,Sheffield Utd,West Brom,0-1,2-0,2-1,Unknown,18:00,0,1,2,0,2,1,1,2,3,Home
965,2020/2021,Wolves,Arsenal,1-1,1-0,2-1,Unknown,18:00,1,1,1,0,2,1,2,1,3,Home
966,2020/2021,Brighton,Tottenham,1-0,0-0,1-0,Unknown,19:15,1,0,0,0,1,0,1,0,1,Home
967,2020/2021,West Ham,Liverpool,0-0,1-3,1-3,Unknown,16:30,0,0,1,3,1,3,0,4,4,Away
968,2020/2021,Leicester City,Leeds Utd,1-1,0-2,1-3,Unknown,14:00,1,1,0,2,1,3,2,2,4,Away
969,2020/2021,Chelsea,Burnley,1-0,1-0,2-0,Unknown,12:00,1,0,1,0,2,0,1,1,2,Home
970,2020/2021,Southampton,Aston Villa,0-1,0-0,0-1,Unknown,20:00,0,1,0,0,0,1,1,0,1,Away
971,2020/2021,Arsenal,Man Utd,0-0,0-0,0-0,Unknown,17:30,0,0,0,0,0,0,0,0,0,Draw
972,2020/2021,West Brom,Fulham,0-1,2-1,2-2,Unknown,15:00,0,1,2,1,2,2,1,3,4,Draw
973,2020/2021,Everton,Newcastle,0-0,0-2,0-2,Unknown,12:30,0,0,0,2,0,2,0,2,2,Away
974,2020/2021,Crystal Palace,Wolves,0-0,1-0,1-0,Unknown,15:00,0,0,1,0,1,0,0,1,1,Home
975,2020/2021,Man City,Sheffield Utd,1-0,0-0,1-0,Unknown,15:00,1,0,0,0,1,0,1,0,1,Home
976,2020/2021,Tottenham,Liverpool,0-1,1-2,1-3,Unknown,20:00,0,1,1,2,1,3,1,3,4,Away
977,2020/2021,Man Utd,Sheffield Utd,0-1,1-1,1-2,Unknown,20:15,0,1,1,1,1,2,1,2,3,Away
978,2020/2021,Everton,Leicester City,1-0,0-1,1-1,Unknown,20:15,1,0,0,1,1,1,1,1,2,Draw
979,2020/2021,Brighton,Fulham,0-0,0-0,0-0,Unknown,19:30,0,0,0,0,0,0,0,0,0,Draw
980,2020/2021,Burnley,Aston Villa,0-1,3-1,3-2,Unknown,18:00,0,1,3,1,3,2,1,4,5,Home
981,2020/2021,Chelsea,Wolves,0-0,0-0,0-0,Unknown,18:00,0,0,0,0,0,0,0,0,0,Draw
982,2020/2021,Southampton,Arsenal,1-2,0-1,1-3,Unknown,20:15,1,2,0,1,1,3,3,1,4,Away
983,2020/2021,West Brom,Man City,0-4,0-1,0-5,Unknown,20:15,0,4,0,1,0,5,4,1,5,Away
984,2020/2021,Newcastle,Leeds Utd,0-1,1-1,1-2,Unknown,18:00,0,1,1,1,1,2,1,2,3,Away
985,2020/2021,Crystal Palace,West Ham,1-2,1-1,2-3,Unknown,18:00,1,2,1,1,2,3,3,2,5,Away
986,2020/2021,Aston Villa,Everton,0-0,0-0,0-0,Unknown,17:00,0,0,0,0,0,0,0,0,0,Draw
987,2020/2021,Arsenal,Newcastle,0-0,3-0,3-0,Unknown,20:00,0,0,3,0,3,0,0,3,3,Home
988,2020/2021,Man City,Crystal Palace,1-0,3-0,4-0,Unknown,19:15,1,0,3,0,4,0,1,3,4,Home
989,2020/2021,Liverpool,Man Utd,0-0,0-0,0-0,Unknown,16:30,0,0,0,0,0,0,0,0,0,Draw
990,2020/2021,Leicester City,Southampton,1-0,1-0,2-0,Unknown,20:00,1,0,1,0,2,0,1,1,2,Home
991,2020/2021,Sheffield Utd,Tottenham,0-2,1-1,1-3,Unknown,14:00,0,2,1,1,1,3,2,2,4,Away
992,2020/2021,Fulham,Chelsea,0-0,0-1,0-1,Unknown,17:30,0,0,0,1,0,1,0,1,1,Away
993,2020/2021,Leeds Utd,Brighton,0-1,0-0,0-1,Unknown,15:00,0,1,0,0,0,1,1,0,1,Away
994,2020/2021,West Ham,Burnley,1-0,0-0,1-0,Unknown,15:00,1,0,0,0,1,0,1,0,1,Home
995,2020/2021,Wolves,West Brom,2-1,0-2,2-3,Unknown,12:30,2,1,0,2,2,3,3,2,5,Away
996,2020/2021,Aston Villa,Tottenham,0-1,0-1,0-2,Unknown,19:30,0,1,0,1,0,2,1,1,2,Away
997,2020/2021,Leeds Utd,Southampton,0-0,3-0,3-0,Unknown,18:00,0,0,3,0,3,0,0,3,3,Home
998,2020/2021,Fulham,Man Utd,1-1,0-1,1-2,Unknown,20:15,1,1,0,1,1,2,2,1,3,Away
999,2020/2021,Leicester City,Chelsea,2-0,0-0,2-0,Unknown,20:15,2,0,0,0,2,0,2,0,2,Home
1000,2020/2021,Liverpool,Burnley,0-0,0-1,0-1,Unknown,20:00,0,0,0,1,0,1,0,1,1,Away
1001,2020/2021,West Ham,West Brom,1-0,1-1,2-1,Unknown,18:00,1,0,1,1,2,1,1,2,3,Home
1002,2020/2021,Arsenal,Crystal Palace,0-0,0-0,0-0,Unknown,20:00,0,0,0,0,0,0,0,0,0,Draw
1003,2020/2021,Man City,Brighton,1-0,0-0,1-0,Unknown,18:00,1,0,0,0,1,0,1,0,1,Home
1004,2020/2021,Wolves,Everton,1-1,0-1,1-2,Unknown,20:15,1,1,0,1,1,2,2,1,3,Away
1005,2020/2021,Southampton,Liverpool,1-0,0-0,1-0,Unknown,20:00,1,0,0,0,1,0,1,0,1,Home
1006,2020/2021,Sheffield Utd,Newcastle,0-0,1-0,1-0,Unknown,18:00,0,0,1,0,1,0,0,1,1,Home
1007,2020/2021,Burnley,Fulham,0-0,1-1,1-1,Unknown,18:00,0,0,1,1,1,1,0,2,2,Draw
1008,2020/2021,Chelsea,Man City,0-3,1-0,1-3,Unknown,16:30,0,3,1,0,1,3,3,1,4,Away
1009,2020/2021,Newcastle,Leicester City,0-0,1-2,1-2,Unknown,14:15,0,0,1,2,1,2,0,3,3,Away
1010,2020/2021,West Brom,Arsenal,0-2,0-2,0-4,Unknown,20:00,0,2,0,2,0,4,2,2,4,Away
1011,2020/2021,Brighton,Wolves,1-3,2-0,3-3,Unknown,17:30,1,3,2,0,3,3,4,2,6,Draw
1012,2020/2021,Crystal Palace,Sheffield Utd,2-0,0-0,2-0,Unknown,15:00,2,0,0,0,2,0,2,0,2,Home
1013,2020/2021,Tottenham,Leeds Utd,2-0,1-0,3-0,Unknown,12:30,2,0,1,0,3,0,2,1,3,Home
1014,2020/2021,Everton,West Ham,0-0,0-1,0-1,Unknown,17:30,0,0,0,1,0,1,0,1,1,Away
1015,2020/2021,Everton,Man City,1-1,0-2,1-3,Unknown,20:15,1,1,0,2,1,3,2,2,4,Away
1016,2020/2021,Man Utd,Aston Villa,1-0,1-1,2-1,Unknown,20:00,1,0,1,1,2,1,1,2,3,Home
1017,2020/2021,Tottenham,Fulham,1-0,0-1,1-1,Unknown,20:15,1,0,0,1,1,1,1,1,2,Draw
1018,2020/2021,Newcastle,Liverpool,0-0,0-0,0-0,Unknown,20:00,0,0,0,0,0,0,0,0,0,Draw
1019,2020/2021,Man Utd,Wolves,0-0,1-0,1-0,Unknown,20:00,0,0,1,0,1,0,0,1,1,Home
1020,2020/2021,West Brom,Leeds Utd,0-4,0-1,0-5,Unknown,18:00,0,4,0,1,0,5,4,1,5,Away
1021,2020/2021,Brighton,Arsenal,0-0,0-1,0-1,Unknown,18:00,0,0,0,1,0,1,0,1,1,Away
1022,2020/2021,Burnley,Sheffield Utd,1-0,0-0,1-0,Unknown,18:00,1,0,0,0,1,0,1,0,1,Home
1023,2020/2021,Southampton,West Ham,0-0,0-0,0-0,Unknown,18:00,0,0,0,0,0,0,0,0,0,Draw
1024,2020/2021,Chelsea,Aston Villa,1-0,0-1,1-1,Unknown,17:30,1,0,0,1,1,1,1,1,2,Draw
1025,2020/2021,Crystal Palace,Leicester City,0-0,1-1,1-1,Unknown,15:00,0,0,1,1,1,1,0,2,2,Draw
1026,2020/2021,Wolves,Tottenham,0-1,1-0,1-1,Unknown,19:15,0,1,1,0,1,1,1,1,2,Draw
1027,2020/2021,Liverpool,West Brom,1-0,0-1,1-1,"2,000",16:30,1,0,0,1,1,1,1,1,2,Draw
1028,2020/2021,West Ham,Brighton,0-1,2-1,2-2,Unknown,14:15,0,1,2,1,2,2,1,3,4,Draw
1029,2020/2021,Leeds Utd,Burnley,1-0,0-0,1-0,Unknown,12:00,1,0,0,0,1,0,1,0,1,Home
1030,2020/2021,Man City,Newcastle,1-0,1-0,2-0,Unknown,20:00,1,0,1,0,2,0,1,1,2,Home
1031,2020/2021,Arsenal,Chelsea,2-0,1-1,3-1,Unknown,17:30,2,0,1,1,3,1,2,2,4,Home
1032,2020/2021,Sheffield Utd,Everton,0-0,0-1,0-1,Unknown,20:00,0,0,0,1,0,1,0,1,1,Away
1033,2020/2021,Aston Villa,Crystal Palace,1-0,2-0,3-0,Unknown,15:00,1,0,2,0,3,0,1,2,3,Home
1034,2020/2021,Fulham,Southampton,0-0,0-0,0-0,Unknown,15:00,0,0,0,0,0,0,0,0,0,Draw
1035,2020/2021,Leicester City,Man Utd,1-1,1-1,2-2,Unknown,12:30,1,1,1,1,2,2,2,2,4,Draw
1036,2020/2021,Chelsea,West Ham,1-0,2-0,3-0,Unknown,20:00,1,0,2,0,3,0,1,2,3,Home
1037,2020/2021,Burnley,Wolves,1-0,1-1,2-1,Unknown,17:30,1,0,1,1,2,1,1,2,3,Home
1038,2020/2021,West Brom,Aston Villa,0-1,0-2,0-3,Unknown,19:15,0,1,0,2,0,3,1,2,3,Away
1039,2020/2021,Man Utd,Leeds Utd,4-1,2-1,6-2,Unknown,16:30,4,1,2,1,6,2,5,3,8,Home
1040,2020/2021,Tottenham,Leicester City,0-1,0-1,0-2,Unknown,14:15,0,1,0,1,0,2,1,1,2,Away
1041,2020/2021,Brighton,Sheffield Utd,0-0,1-1,1-1,Unknown,12:00,0,0,1,1,1,1,0,2,2,Draw
1042,2020/2021,Arsenal,Burnley,0-0,0-1,0-1,"2,000",19:15,0,0,0,1,0,1,0,1,1,Away
1043,2020/2021,Fulham,Liverpool,1-0,0-1,1-1,"2,000",16:30,1,0,0,1,1,1,1,1,2,Draw
1044,2020/2021,Crystal Palace,Tottenham,0-1,1-0,1-1,"2,000",14:15,0,1,1,0,1,1,1,1,2,Draw
1045,2020/2021,Southampton,Sheffield Utd,1-0,2-0,3-0,"2,000",12:00,1,0,2,0,3,0,1,2,3,Home
1046,2020/2021,Man Utd,Man City,0-0,0-0,0-0,Unknown,17:30,0,0,0,0,0,0,0,0,0,Draw
1047,2020/2021,Everton,Chelsea,1-0,0-0,1-0,"2,000",20:00,1,0,0,0,1,0,1,0,1,Home
1048,2020/2021,Newcastle,West Brom,1-0,1-1,2-1,Unknown,15:00,1,0,1,1,2,1,1,2,3,Home
1049,2020/2021,Wolves,Aston Villa,0-0,0-1,0-1,Unknown,12:30,0,0,0,1,0,1,0,1,1,Away
1050,2020/2021,Leeds Utd,West Ham,1-1,0-1,1-2,Unknown,20:00,1,1,0,1,1,2,2,1,3,Away
1051,2020/2021,Aston Villa,Newcastle,2-0,0-0,2-0,Unknown,20:00,2,0,0,0,2,0,2,0,2,Home
1052,2020/2021,Brighton,Southampton,1-1,0-1,1-2,"2,000",20:00,1,1,0,1,1,2,2,1,3,Away
1053,2020/2021,Liverpool,Wolves,1-0,3-0,4-0,"2,000",19:15,1,0,3,0,4,0,1,3,4,Home
1054,2020/2021,Tottenham,Arsenal,2-0,0-0,2-0,"2,000",16:30,2,0,0,0,2,0,2,0,2,Home
1055,2020/2021,Sheffield Utd,Leicester City,1-1,0-1,1-2,Unknown,14:15,1,1,0,1,1,2,2,1,3,Away
1056,2020/2021,West Brom,Crystal Palace,1-1,0-4,1-5,Unknown,12:00,1,1,0,4,1,5,2,4,6,Away
1057,2020/2021,Chelsea,Leeds Utd,1-1,2-0,3-1,"2,000",20:00,1,1,2,0,3,1,2,2,4,Home
1058,2020/2021,West Ham,Man Utd,1-0,0-3,1-3,"2,000",17:30,1,0,0,3,1,3,1,3,4,Away
1059,2020/2021,Man City,Fulham,2-0,0-0,2-0,Unknown,15:00,2,0,0,0,2,0,2,0,2,Home
1060,2020/2021,Burnley,Everton,1-1,0-0,1-1,Unknown,12:30,1,1,0,0,1,1,2,0,2,Draw
1061,2020/2021,West Ham,Aston Villa,1-1,1-0,2-1,Unknown,20:00,1,1,1,0,2,1,2,1,3,Home
1062,2020/2021,Leicester City,Fulham,0-2,1-0,1-2,Unknown,17:30,0,2,1,0,1,2,2,1,3,Away
1063,2020/2021,Arsenal,Wolves,1-2,0-0,1-2,Unknown,19:15,1,2,0,0,1,2,3,0,3,Away
1064,2020/2021,Chelsea,Tottenham,0-0,0-0,0-0,Unknown,16:30,0,0,0,0,0,0,0,0,0,Draw
