,season,team_name1,team_name2,first_half,second_half,match_score,attendance,match_time,first_half_home,first_half_away,second_half_home,second_half_away,total_scored_home,total_scored_away,first_half_total,second_half_total,total_goal,winner
881,2020/2021,Antalyaspor,Başakşehir,0-0,0-0,0-0,Unknown,13:00,0,0,0,0,0,0,0,0,0,Draw
882,2020/2021,Hatayspor,Ankaragücü,1-1,3-0,4-1,Unknown,10:30,1,1,3,0,4,1,2,3,5,Home
883,2020/2021,Karagümrük,Alanyaspor,0-0,2-0,2-0,Unknown,10:30,0,0,2,0,2,0,0,2,2,Home
884,Gençlerbirliği - Malatyaspor,Gençlerbirliği,Malatyaspor,0-1,1-0,1-1,Unknown,13:00,0,1,1,0,1,1,1,1,2,Draw
885,2020/2021,Beşiktaş,Denizlispor,3-0,0-0,3-0,Unknown,16:00,3,0,0,0,3,0,3,0,3,Home
886,2020/2021,Konyaspor,Gaziantep,0-0,0-0,0-0,Unknown,13:00,0,0,0,0,0,0,0,0,0,Draw
887,Ankaragücü - Rizespor,Ankaragücü,Rizespor,1-1,0-0,1-1,Unknown,16:00,1,1,0,0,1,1,2,0,2,Draw
888,2020/2021,Fenerbahçe,Göztepe,0-1,0-0,0-1,Unknown,16:00,0,1,0,0,0,1,1,0,1,Away
889,2020/2021,Gaziantep,Antalyaspor,0-0,0-0,0-0,Unknown,13:00,0,0,0,0,0,0,0,0,0,Draw
890,Sivasspor - Kayserispor,Sivasspor,Kayserispor,1-0,1-0,2-0,Unknown,13:00,1,0,1,0,2,0,1,1,2,Home
891,2020/2021,Erzurumspor,Hatayspor,0-2,1-1,1-3,Unknown,10:30,0,2,1,1,1,3,2,2,4,Away
892,2020/2021,Alanyaspor,Galatasaray,0-1,0-0,0-1,Unknown,16:00,0,1,0,0,0,1,1,0,1,Away
893,2020/2021,Denizlispor,Gençlerbirliği,1-0,0-0,1-0,Unknown,13:00,1,0,0,0,1,0,1,0,1,Home
894,2020/2021,Kasımpaşa,Karagümrük,1-1,2-1,3-2,Unknown,10:30,1,1,2,1,3,2,2,3,5,Home
895,2020/2021,Başakşehir,Trabzonspor,0-0,0-1,0-1,Unknown,16:00,0,0,0,1,0,1,0,1,1,Away
896,2020/2021,Malatyaspor,Konyaspor,2-0,0-3,2-3,Unknown,13:00,2,0,0,3,2,3,2,3,5,Away
897,2020/2021,Antalyaspor,Malatyaspor,1-1,0-0,1-1,Unknown,16:00,1,1,0,0,1,1,2,0,2,Draw
898,Gençlerbirliği - Beşiktaş,Gençlerbirliği,Beşiktaş,0-1,0-2,0-3,Unknown,13:00,0,1,0,2,0,3,1,2,3,Away
899,2020/2021,Hatayspor,Alanyaspor,0-0,0-0,0-0,Unknown,13:00,0,0,0,0,0,0,0,0,0,Draw
900,Göztepe - Başakşehir,Göztepe,Başakşehir,1-0,1-1,2-1,Unknown,13:00,1,0,1,1,2,1,1,2,3,Home
901,2020/2021,Konyaspor,Denizlispor,0-0,2-0,2-0,Unknown,10:30,0,0,2,0,2,0,0,2,2,Home
902,2020/2021,Karagümrük,Fenerbahçe,0-1,1-1,1-2,Unknown,16:00,0,1,1,1,1,2,1,2,3,Away
903,2020/2021,Galatasaray,Kasımpaşa,1-0,1-1,2-1,Unknown,13:00,1,0,1,1,2,1,1,2,3,Home
904,2020/2021,Trabzonspor,Gaziantep,0-0,1-0,1-0,Unknown,13:00,0,0,1,0,1,0,0,1,1,Home
905,2020/2021,Kayserispor,Ankaragücü,0-0,0-0,0-0,Unknown,10:30,0,0,0,0,0,0,0,0,0,Draw
906,2020/2021,Rizespor,Erzurumspor,0-0,0-2,0-2,Unknown,16:00,0,0,0,2,0,2,0,2,2,Away
907,2020/2021,Malatyaspor,Trabzonspor,0-0,0-2,0-2,Unknown,16:00,0,0,0,2,0,2,0,2,2,Away
908,2020/2021,Gaziantep,Göztepe,0-0,2-0,2-0,Unknown,13:00,0,0,2,0,2,0,0,2,2,Home
909,2020/2021,Beşiktaş,Konyaspor,0-0,1-0,1-0,Unknown,16:00,0,0,1,0,1,0,0,1,1,Home
910,2020/2021,Denizlispor,Antalyaspor,1-0,0-1,1-1,Unknown,13:00,1,0,0,1,1,1,1,1,2,Draw
911,Ankaragücü - Sivasspor,Ankaragücü,Sivasspor,0-1,1-3,1-4,Unknown,13:00,0,1,1,3,1,4,1,4,5,Away
912,2020/2021,Erzurumspor,Kayserispor,1-0,0-1,1-1,Unknown,10:30,1,0,0,1,1,1,1,1,2,Draw
913,2020/2021,Fenerbahçe,Galatasaray,0-0,0-1,0-1,Unknown,16:00,0,0,0,1,0,1,0,1,1,Away
914,2020/2021,Alanyaspor,Rizespor,1-1,1-0,2-1,Unknown,13:00,1,1,1,0,2,1,2,1,3,Home
915,2020/2021,Başakşehir,Karagümrük,0-0,0-1,0-1,Unknown,13:00,0,0,0,1,0,1,0,1,1,Away
916,2020/2021,Kasımpaşa,Hatayspor,0-1,1-3,1-4,Unknown,10:30,0,1,1,3,1,4,1,4,5,Away
917,Göztepe - Malatyaspor,Göztepe,Malatyaspor,1-1,1-1,2-2,Unknown,13:00,1,1,1,1,2,2,2,2,4,Draw
918,2020/2021,Antalyaspor,Beşiktaş,1-0,0-1,1-1,Unknown,16:00,1,0,0,1,1,1,1,1,2,Draw
919,2020/2021,Trabzonspor,Denizlispor,0-0,1-0,1-0,Unknown,16:00,0,0,1,0,1,0,0,1,1,Home
920,2020/2021,Konyaspor,Gençlerbirliği,0-0,0-0,0-0,Unknown,16:00,0,0,0,0,0,0,0,0,0,Draw
921,2020/2021,Karagümrük,Gaziantep,0-0,2-0,2-0,Unknown,13:00,0,0,2,0,2,0,0,2,2,Home
922,2020/2021,Kayserispor,Alanyaspor,0-0,1-1,1-1,Unknown,13:00,0,0,1,1,1,1,0,2,2,Draw
923,Sivasspor - Erzurumspor,Sivasspor,Erzurumspor,0-0,0-0,0-0,Unknown,10:30,0,0,0,0,0,0,0,0,0,Draw
924,2020/2021,Rizespor,Kasımpaşa,0-0,1-1,1-1,Unknown,16:00,0,0,1,1,1,1,0,2,2,Draw
925,2020/2021,Hatayspor,Fenerbahçe,0-1,1-1,1-2,Unknown,13:00,0,1,1,1,1,2,1,2,3,Away
926,2020/2021,Beşiktaş,Trabzonspor,1-1,0-1,1-2,Unknown,16:00,1,1,0,1,1,2,2,1,3,Away
927,2020/2021,Denizlispor,Göztepe,1-0,1-1,2-1,Unknown,13:00,1,0,1,1,2,1,1,2,3,Home
928,2020/2021,Galatasaray,Başakşehir,1-0,2-0,3-0,Unknown,16:00,1,0,2,0,3,0,1,2,3,Home
929,Gençlerbirliği - Antalyaspor,Gençlerbirliği,Antalyaspor,0-0,0-1,0-1,Unknown,13:00,0,0,0,1,0,1,0,1,1,Away
930,2020/2021,Alanyaspor,Sivasspor,2-0,1-1,3-1,Unknown,13:00,2,0,1,1,3,1,2,2,4,Home
931,2020/2021,Erzurumspor,Ankaragücü,0-0,1-0,1-0,Unknown,10:30,0,0,1,0,1,0,0,1,1,Home
932,2020/2021,Fenerbahçe,Rizespor,1-0,0-0,1-0,Unknown,16:00,1,0,0,0,1,0,1,0,1,Home
933,2020/2021,Başakşehir,Hatayspor,0-3,1-2,1-5,Unknown,13:00,0,3,1,2,1,5,3,3,6,Away
934,2020/2021,Kasımpaşa,Kayserispor,0-0,0-1,0-1,Unknown,10:30,0,0,0,1,0,1,0,1,1,Away
935,2020/2021,Gaziantep,Galatasaray,0-0,1-2,1-2,Unknown,16:00,0,0,1,2,1,2,0,3,3,Away
936,2020/2021,Malatyaspor,Karagümrük,0-0,0-0,0-0,Unknown,13:00,0,0,0,0,0,0,0,0,0,Draw
937,2020/2021,Alanyaspor,Ankaragücü,1-2,3-1,4-3,Unknown,16:00,1,2,3,1,4,3,3,4,7,Home
938,2020/2021,Fenerbahçe,Kayserispor,1-0,2-0,3-0,Unknown,16:00,1,0,2,0,3,0,1,2,3,Home
939,2020/2021,Kasımpaşa,Sivasspor,2-0,0-0,2-0,Unknown,13:00,2,0,0,0,2,0,2,0,2,Home
940,2020/2021,Gaziantep,Hatayspor,1-0,0-1,1-1,Unknown,16:00,1,0,0,1,1,1,1,1,2,Draw
941,2020/2021,Beşiktaş,Göztepe,0-1,2-0,2-1,Unknown,16:00,0,1,2,0,2,1,1,2,3,Home
942,2020/2021,Malatyaspor,Galatasaray,0-0,0-1,0-1,Unknown,13:00,0,0,0,1,0,1,0,1,1,Away
943,2020/2021,Denizlispor,Karagümrük,0-1,1-1,1-2,Unknown,13:00,0,1,1,1,1,2,1,2,3,Away
944,2020/2021,Konyaspor,Antalyaspor,0-0,0-0,0-0,Unknown,10:30,0,0,0,0,0,0,0,0,0,Draw
945,2020/2021,Başakşehir,Rizespor,0-0,1-1,1-1,Unknown,16:00,0,0,1,1,1,1,0,2,2,Draw
946,Gençlerbirliği - Trabzonspor,Gençlerbirliği,Trabzonspor,0-1,1-1,1-2,Unknown,13:00,0,1,1,1,1,2,1,2,3,Away
947,Ankaragücü - Kasımpaşa,Ankaragücü,Kasımpaşa,1-0,0-0,1-0,Unknown,16:00,1,0,0,0,1,0,1,0,1,Home
948,Sivasspor - Fenerbahçe,Sivasspor,Fenerbahçe,1-1,0-0,1-1,Unknown,16:00,1,1,0,0,1,1,2,0,2,Draw
949,2020/2021,Erzurumspor,Alanyaspor,1-0,0-1,1-1,Unknown,13:00,1,0,0,1,1,1,1,1,2,Draw
950,2020/2021,Karagümrük,Beşiktaş,0-1,1-3,1-4,Unknown,13:00,0,1,1,3,1,4,1,4,5,Away
951,2020/2021,Galatasaray,Denizlispor,3-0,3-1,6-1,Unknown,16:00,3,0,3,1,6,1,3,4,7,Home
952,2020/2021,Hatayspor,Malatyaspor,0-0,1-2,1-2,Unknown,13:00,0,0,1,2,1,2,0,3,3,Away
953,2020/2021,Rizespor,Gaziantep,1-0,2-0,3-0,Unknown,13:00,1,0,2,0,3,0,1,2,3,Home
954,2020/2021,Trabzonspor,Konyaspor,1-0,2-1,3-1,Unknown,16:00,1,0,2,1,3,1,1,3,4,Home
955,2020/2021,Kayserispor,Başakşehir,1-0,1-0,2-0,Unknown,13:00,1,0,1,0,2,0,1,1,2,Home
956,Göztepe - Gençlerbirliği,Göztepe,Gençlerbirliği,3-0,1-0,4-0,Unknown,13:00,3,0,1,0,4,0,3,1,4,Home
957,2020/2021,Kasımpaşa,Erzurumspor,0-1,1-1,1-2,Unknown,16:00,0,1,1,1,1,2,1,2,3,Away
958,2020/2021,Fenerbahçe,Ankaragücü,2-0,1-1,3-1,Unknown,16:00,2,0,1,1,3,1,2,2,4,Home
959,2020/2021,Beşiktaş,Galatasaray,0-0,2-0,2-0,Unknown,16:00,0,0,2,0,2,0,0,2,2,Home
960,2020/2021,Malatyaspor,Rizespor,0-1,4-0,4-1,Unknown,13:00,0,1,4,0,4,1,1,4,5,Home
961,2020/2021,Denizlispor,Hatayspor,0-0,0-2,0-2,Unknown,10:30,0,0,0,2,0,2,0,2,2,Away
962,2020/2021,Antalyaspor,Trabzonspor,1-0,0-1,1-1,Unknown,16:00,1,0,0,1,1,1,1,1,2,Draw
963,2020/2021,Gaziantep,Kayserispor,1-0,1-1,2-1,Unknown,13:00,1,0,1,1,2,1,1,2,3,Home
964,Gençlerbirliği - Karagümrük,Gençlerbirliği,Karagümrük,0-2,1-1,1-3,Unknown,16:00,0,2,1,1,1,3,2,2,4,Away
965,2020/2021,Başakşehir,Sivasspor,1-1,0-0,1-1,Unknown,13:00,1,1,0,0,1,1,2,0,2,Draw
966,2020/2021,Konyaspor,Göztepe,0-2,2-1,2-3,Unknown,10:30,0,2,2,1,2,3,2,3,5,Away
967,2020/2021,Alanyaspor,Kasımpaşa,1-2,0-0,1-2,Unknown,16:00,1,2,0,0,1,2,3,0,3,Away
968,2020/2021,Erzurumspor,Fenerbahçe,0-1,0-2,0-3,Unknown,13:00,0,1,0,2,0,3,1,2,3,Away
969,2020/2021,Hatayspor,Beşiktaş,2-2,0-0,2-2,Unknown,16:00,2,2,0,0,2,2,4,0,4,Draw
970,2020/2021,Rizespor,Denizlispor,0-1,1-0,1-1,Unknown,13:00,0,1,1,0,1,1,1,1,2,Draw
971,Ankaragücü - Başakşehir,Ankaragücü,Başakşehir,1-1,0-1,1-2,Unknown,13:00,1,1,0,1,1,2,2,1,3,Away
972,2020/2021,Karagümrük,Konyaspor,0-0,2-1,2-1,Unknown,10:30,0,0,2,1,2,1,0,3,3,Home
973,2020/2021,Galatasaray,Gençlerbirliği,4-0,2-0,6-0,Unknown,16:00,4,0,2,0,6,0,4,2,6,Home
974,Göztepe - Antalyaspor,Göztepe,Antalyaspor,0-0,0-1,0-1,Unknown,13:00,0,0,0,1,0,1,0,1,1,Away
975,2020/2021,Kayserispor,Malatyaspor,1-0,0-0,1-0,Unknown,13:00,1,0,0,0,1,0,1,0,1,Home
976,Sivasspor - Gaziantep,Sivasspor,Gaziantep,1-1,1-0,2-1,Unknown,10:30,1,1,1,0,2,1,2,1,3,Home
977,2020/2021,Fenerbahçe,Alanyaspor,1-0,1-1,2-1,Unknown,16:00,1,0,1,1,2,1,1,2,3,Home
978,2020/2021,Antalyaspor,Karagümrük,2-1,1-0,3-1,Unknown,16:00,2,1,1,0,3,1,3,1,4,Home
979,2020/2021,Beşiktaş,Rizespor,2-0,4-0,6-0,Unknown,16:00,2,0,4,0,6,0,2,4,6,Home
980,2020/2021,Trabzonspor,Göztepe,1-0,0-0,1-0,Unknown,13:00,1,0,0,0,1,0,1,0,1,Home
981,Gençlerbirliği - Hatayspor,Gençlerbirliği,Hatayspor,1-1,2-0,3-1,Unknown,13:00,1,1,2,0,3,1,2,2,4,Home
982,2020/2021,Denizlispor,Kayserispor,0-1,0-0,0-1,Unknown,10:30,0,1,0,0,0,1,1,0,1,Away
983,2020/2021,Konyaspor,Galatasaray,1-1,3-2,4-3,Unknown,16:00,1,1,3,2,4,3,2,5,7,Home
984,2020/2021,Başakşehir,Erzurumspor,1-0,0-0,1-0,Unknown,13:00,1,0,0,0,1,0,1,0,1,Home
985,2020/2021,Malatyaspor,Sivasspor,1-2,1-0,2-2,Unknown,13:00,1,2,1,0,2,2,3,1,4,Draw
986,2020/2021,Gaziantep,Ankaragücü,0-0,2-0,2-0,Unknown,13:00,0,0,2,0,2,0,0,2,2,Home
987,2020/2021,Kasımpaşa,Fenerbahçe,0-2,0-1,0-3,Unknown,16:00,0,2,0,1,0,3,2,1,3,Away
988,2020/2021,Kayserispor,Beşiktaş,0-0,0-2,0-2,Unknown,16:00,0,0,0,2,0,2,0,2,2,Away
989,2020/2021,Karagümrük,Trabzonspor,0-0,1-2,1-2,Unknown,13:00,0,0,1,2,1,2,0,3,3,Away
990,2020/2021,Rizespor,Gençlerbirliği,1-0,0-1,1-1,Unknown,10:30,1,0,0,1,1,1,1,1,2,Draw
991,2020/2021,Hatayspor,Konyaspor,1-1,1-0,2-1,Unknown,16:00,1,1,1,0,2,1,2,1,3,Home
992,2020/2021,Galatasaray,Antalyaspor,0-0,0-0,0-0,Unknown,16:00,0,0,0,0,0,0,0,0,0,Draw
993,2020/2021,Alanyaspor,Başakşehir,2-0,1-0,3-0,Unknown,13:00,2,0,1,0,3,0,2,1,3,Home
994,Ankaragücü - Malatyaspor,Ankaragücü,Malatyaspor,2-0,1-1,3-1,Unknown,13:00,2,0,1,1,3,1,2,2,4,Home
995,2020/2021,Erzurumspor,Gaziantep,0-0,1-1,1-1,Unknown,10:30,0,0,1,1,1,1,0,2,2,Draw
996,Sivasspor - Denizlispor,Sivasspor,Denizlispor,2-1,0-1,2-2,Unknown,10:30,2,1,0,1,2,2,3,1,4,Draw
997,2020/2021,Antalyaspor,Hatayspor,0-5,0-1,0-6,Unknown,16:00,0,5,0,1,0,6,5,1,6,Away
998,2020/2021,Beşiktaş,Sivasspor,1-0,2-0,3-0,Unknown,16:00,1,0,2,0,3,0,1,2,3,Home
999,Gençlerbirliği - Kayserispor,Gençlerbirliği,Kayserispor,1-1,2-1,3-2,Unknown,13:00,1,1,2,1,3,2,2,3,5,Home
1000,2020/2021,Konyaspor,Rizespor,1-0,0-1,1-1,Unknown,13:00,1,0,0,1,1,1,1,1,2,Draw
1001,2020/2021,Başakşehir,Kasımpaşa,1-1,1-1,2-2,Unknown,16:00,1,1,1,1,2,2,2,2,4,Draw
1002,2020/2021,Galatasaray,Göztepe,2-1,1-0,3-1,Unknown,16:00,2,1,1,0,3,1,3,1,4,Home
1003,2020/2021,Hatayspor,Trabzonspor,0-0,0-1,0-1,Unknown,13:00,0,0,0,1,0,1,0,1,1,Away
1004,2020/2021,Konyaspor,Sivasspor,0-0,0-1,0-1,Unknown,16:00,0,0,0,1,0,1,0,1,1,Away
1005,2020/2021,Antalyaspor,Kayserispor,2-0,0-0,2-0,Unknown,16:00,2,0,0,0,2,0,2,0,2,Home
1006,2020/2021,Beşiktaş,Erzurumspor,0-0,4-0,4-0,Unknown,16:00,0,0,4,0,4,0,0,4,4,Home
1007,2020/2021,Denizlispor,Alanyaspor,1-0,0-0,1-0,Unknown,13:00,1,0,0,0,1,0,1,0,1,Home
1008,Gençlerbirliği - Ankaragücü,Gençlerbirliği,Ankaragücü,0-0,1-1,1-1,Unknown,10:30,0,0,1,1,1,1,0,2,2,Draw
1009,2020/2021,Gaziantep,Fenerbahçe,2-1,1-0,3-1,Unknown,16:00,2,1,1,0,3,1,3,1,4,Home
1010,2020/2021,Malatyaspor,Kasımpaşa,1-0,1-0,2-0,Unknown,13:00,1,0,1,0,2,0,1,1,2,Home
1011,2020/2021,Trabzonspor,Rizespor,0-1,2-0,2-1,Unknown,13:00,0,1,2,0,2,1,1,2,3,Home
1012,Göztepe - Hatayspor,Göztepe,Hatayspor,0-0,0-1,0-1,Unknown,10:30,0,0,0,1,0,1,0,1,1,Away
1013,Sivasspor - Antalyaspor,Sivasspor,Antalyaspor,0-0,0-0,0-0,Unknown,16:00,0,0,0,0,0,0,0,0,0,Draw
1014,2020/2021,Başakşehir,Gaziantep,0-1,1-1,1-2,Unknown,16:00,0,1,1,1,1,2,1,2,3,Away
1015,2020/2021,Karagümrük,Galatasaray,0-0,2-1,2-1,Unknown,16:00,0,0,2,1,2,1,0,3,3,Home
1016,2020/2021,Alanyaspor,Beşiktaş,1-0,1-1,2-1,Unknown,16:00,1,0,1,1,2,1,1,2,3,Home
1017,2020/2021,Erzurumspor,Gençlerbirliği,0-0,0-1,0-1,Unknown,10:30,0,0,0,1,0,1,0,1,1,Away
1018,Ankaragücü - Konyaspor,Ankaragücü,Konyaspor,1-2,3-1,4-3,Unknown,16:00,1,2,3,1,4,3,3,4,7,Home
1019,2020/2021,Fenerbahçe,Malatyaspor,0-2,0-1,0-3,Unknown,16:00,0,2,0,1,0,3,2,1,3,Away
1020,2020/2021,Rizespor,Göztepe,1-0,2-2,3-2,Unknown,13:00,1,0,2,2,3,2,1,4,5,Home
1021,2020/2021,Hatayspor,Karagümrük,1-0,2-1,3-1,Unknown,10:30,1,0,2,1,3,1,1,3,4,Home
1022,2020/2021,Kayserispor,Trabzonspor,0-0,0-0,0-0,Unknown,13:00,0,0,0,0,0,0,0,0,0,Draw
1023,2020/2021,Kasımpaşa,Denizlispor,2-1,1-1,3-2,Unknown,16:00,2,1,1,1,3,2,3,2,5,Home
1024,2020/2021,Trabzonspor,Sivasspor,1-0,0-1,1-1,Unknown,16:30,1,0,0,1,1,1,1,1,2,Draw
1025,2020/2021,Denizlispor,Fenerbahçe,0-2,0-0,0-2,Unknown,16:00,0,2,0,0,0,2,2,0,2,Away
1026,2020/2021,Antalyaspor,Ankaragücü,1-0,0-0,1-0,Unknown,13:00,1,0,0,0,1,0,1,0,1,Home
1027,2020/2021,Karagümrük,Rizespor,2-1,0-0,2-1,Unknown,10:30,2,1,0,0,2,1,3,0,3,Home
1028,2020/2021,Konyaspor,Erzurumspor,1-0,1-0,2-0,Unknown,13:00,1,0,1,0,2,0,1,1,2,Home
1029,2020/2021,Galatasaray,Hatayspor,1-0,2-0,3-0,Unknown,16:00,1,0,2,0,3,0,1,2,3,Home
1030,2020/2021,Malatyaspor,Başakşehir,0-1,1-0,1-1,Unknown,13:00,0,1,1,0,1,1,1,1,2,Draw
1031,Göztepe - Kayserispor,Göztepe,Kayserispor,0-0,1-1,1-1,Unknown,10:30,0,0,1,1,1,1,0,2,2,Draw
1032,Gençlerbirliği - Alanyaspor,Gençlerbirliği,Alanyaspor,1-0,1-1,2-1,Unknown,10:30,1,0,1,1,2,1,1,2,3,Home
1033,2020/2021,Beşiktaş,Kasımpaşa,1-0,2-0,3-0,Unknown,16:30,1,0,2,0,3,0,1,2,3,Home
1034,Sivasspor - Göztepe,Sivasspor,Göztepe,0-0,0-1,0-1,Unknown,16:30,0,0,0,1,0,1,0,1,1,Away
1035,2020/2021,Kayserispor,Karagümrük,0-0,0-0,0-0,Unknown,16:30,0,0,0,0,0,0,0,0,0,Draw
1036,2020/2021,Fenerbahçe,Beşiktaş,1-2,2-2,3-4,Unknown,16:00,1,2,2,2,3,4,3,4,7,Away
1037,2020/2021,Kasımpaşa,Gençlerbirliği,2-0,0-0,2-0,Unknown,13:00,2,0,0,0,2,0,2,0,2,Home
1038,2020/2021,Erzurumspor,Antalyaspor,1-0,1-2,2-2,Unknown,10:30,1,0,1,2,2,2,1,3,4,Draw
1039,2020/2021,Alanyaspor,Konyaspor,1-0,0-0,1-0,Unknown,13:00,1,0,0,0,1,0,1,0,1,Home
1040,2020/2021,Rizespor,Galatasaray,0-1,0-3,0-4,Unknown,16:00,0,1,0,3,0,4,1,3,4,Away
1041,2020/2021,Başakşehir,Denizlispor,2-0,1-3,3-3,Unknown,13:00,2,0,1,3,3,3,2,4,6,Draw
1042,2020/2021,Gaziantep,Malatyaspor,1-0,1-2,2-2,Unknown,10:30,1,0,1,2,2,2,1,3,4,Draw
1043,Ankaragücü - Trabzonspor,Ankaragücü,Trabzonspor,0-1,0-0,0-1,Unknown,16:30,0,1,0,0,0,1,1,0,1,Away
1044,2020/2021,Trabzonspor,Erzurumspor,1-0,0-0,1-0,Unknown,16:00,1,0,0,0,1,0,1,0,1,Home
1045,2020/2021,Galatasaray,Kayserispor,0-0,1-1,1-1,Unknown,16:30,0,0,1,1,1,1,0,2,2,Draw
1046,2020/2021,Antalyaspor,Alanyaspor,0-0,0-2,0-2,Unknown,16:00,0,0,0,2,0,2,0,2,2,Away
1047,2020/2021,Konyaspor,Kasımpaşa,0-1,2-0,2-1,Unknown,13:00,0,1,2,0,2,1,1,2,3,Home
1048,Göztepe - Ankaragücü,Göztepe,Ankaragücü,1-0,2-1,3-1,Unknown,13:00,1,0,2,1,3,1,1,3,4,Home
1049,2020/2021,Hatayspor,Rizespor,1-1,1-1,2-2,Unknown,10:30,1,1,1,1,2,2,2,2,4,Draw
1050,2020/2021,Beşiktaş,Başakşehir,2-0,1-2,3-2,Unknown,16:00,2,0,1,2,3,2,2,3,5,Home
1051,2020/2021,Denizlispor,Gaziantep,0-1,0-0,0-1,Unknown,13:00,0,1,0,0,0,1,1,0,1,Away
1052,Gençlerbirliği - Fenerbahçe,Gençlerbirliği,Fenerbahçe,1-2,0-3,1-5,Unknown,13:00,1,2,0,3,1,5,3,3,6,Away
1053,Sivasspor - Galatasaray,Sivasspor,Galatasaray,0-1,1-1,1-2,Unknown,16:00,0,1,1,1,1,2,1,2,3,Away
1054,2020/2021,Karagümrük,Sivasspor,0-1,1-0,1-1,Unknown,10:30,0,1,1,0,1,1,1,1,2,Draw
1055,2020/2021,Başakşehir,Gençlerbirliği,0-1,2-0,2-1,Unknown,13:00,0,1,2,0,2,1,1,2,3,Home
1056,2020/2021,Kayserispor,Hatayspor,0-0,0-1,0-1,Unknown,13:00,0,0,0,1,0,1,0,1,1,Away
1057,Ankaragücü - Karagümrük,Ankaragücü,Karagümrük,1-2,1-0,2-2,Unknown,10:30,1,2,1,0,2,2,3,1,4,Draw
1058,2020/2021,Malatyaspor,Denizlispor,2-0,0-0,2-0,Unknown,10:30,2,0,0,0,2,0,2,0,2,Home
1059,2020/2021,Fenerbahçe,Konyaspor,0-0,0-2,0-2,Unknown,16:00,0,0,0,2,0,2,0,2,2,Away
1060,2020/2021,Kasımpaşa,Antalyaspor,1-0,1-2,2-2,Unknown,10:30,1,0,1,2,2,2,1,3,4,Draw
1061,2020/2021,Erzurumspor,Göztepe,0-1,1-0,1-1,Unknown,13:00,0,1,1,0,1,1,1,1,2,Draw
1062,2020/2021,Alanyaspor,Trabzonspor,0-0,1-1,1-1,Unknown,13:00,0,0,1,1,1,1,0,2,2,Draw
1063,2020/2021,Gaziantep,Beşiktaş,1-0,2-1,3-1,Unknown,17:00,1,0,2,1,3,1,1,3,4,Home
1064,Göztepe - Alanyaspor,Göztepe,Alanyaspor,0-0,1-0,1-0,Unknown,15:30,0,0,1,0,1,0,0,1,1,Home
1065,2020/2021,Hatayspor,Sivasspor,1-1,0-0,1-1,Unknown,17:00,1,1,0,0,1,1,2,0,2,Draw
1066,2020/2021,Antalyaspor,Fenerbahçe,0-0,1-2,1-2,Unknown,17:00,0,0,1,2,1,2,0,3,3,Away
1067,2020/2021,Beşiktaş,Malatyaspor,0-0,1-0,1-0,Unknown,16:00,0,0,1,0,1,0,0,1,1,Home
1068,2020/2021,Konyaspor,Başakşehir,0-1,1-1,1-2,Unknown,13:00,0,1,1,1,1,2,1,2,3,Away
1069,2020/2021,Rizespor,Kayserispor,1-0,0-0,1-0,Unknown,10:30,1,0,0,0,1,0,1,0,1,Home
1070,2020/2021,Galatasaray,Ankaragücü,1-0,0-0,1-0,Unknown,16:00,1,0,0,0,1,0,1,0,1,Home
1071,Gençlerbirliği - Gaziantep,Gençlerbirliği,Gaziantep,0-1,1-0,1-1,Unknown,10:30,0,1,1,0,1,1,1,1,2,Draw
1072,2020/2021,Trabzonspor,Kasımpaşa,3-2,0-2,3-4,Unknown,17:00,3,2,0,2,3,4,5,2,7,Away
1073,2020/2021,Karagümrük,Erzurumspor,3-0,2-1,5-1,Unknown,17:00,3,0,2,1,5,1,3,3,6,Home
1074,Ankaragücü - Hatayspor,Ankaragücü,Hatayspor,0-0,2-0,2-0,Unknown,13:00,0,0,2,0,2,0,0,2,2,Home
1075,Sivasspor - Rizespor,Sivasspor,Rizespor,0-1,0-1,0-2,Unknown,17:00,0,1,0,1,0,2,1,1,2,Away
1076,2020/2021,Alanyaspor,Karagümrük,1-0,1-0,2-0,Unknown,13:00,1,0,1,0,2,0,1,1,2,Home
1077,2020/2021,Denizlispor,Beşiktaş,0-2,2-1,2-3,Unknown,17:00,0,2,2,1,2,3,2,3,5,Away
1078,2020/2021,Fenerbahçe,Trabzonspor,0-1,3-0,3-1,Unknown,16:00,0,1,3,0,3,1,1,3,4,Home
1079,2020/2021,Malatyaspor,Gençlerbirliği,1-1,1-0,2-1,Unknown,10:30,1,1,1,0,2,1,2,1,3,Home
1080,2020/2021,Erzurumspor,Galatasaray,1-1,0-1,1-2,Unknown,16:00,1,1,0,1,1,2,2,1,3,Away
1081,2020/2021,Başakşehir,Antalyaspor,4-1,1-0,5-1,Unknown,16:00,4,1,1,0,5,1,5,1,6,Home
1082,2020/2021,Gaziantep,Konyaspor,0-0,1-0,1-0,Unknown,13:00,0,0,1,0,1,0,0,1,1,Home
1083,2020/2021,Kasımpaşa,Göztepe,0-0,0-0,0-0,Unknown,17:00,0,0,0,0,0,0,0,0,0,Draw
1084,2020/2021,Hatayspor,Erzurumspor,1-0,2-0,3-0,Unknown,16:30,1,0,2,0,3,0,1,2,3,Home
1085,Gençlerbirliği - Denizlispor,Gençlerbirliği,Denizlispor,0-2,1-0,1-2,Unknown,17:00,0,2,1,0,1,2,2,1,3,Away
