,season,team_name1,team_name2,first_half,second_half,match_score,attendance,match_time,first_half_home,first_half_away,second_half_home,second_half_away,total_scored_home,total_scored_away,first_half_total,second_half_total,total_goal,winner
783,2020/2021,Parma,Crotone,1-3,2-1,3-4,Unknown,16:00,1,3,2,1,3,4,4,3,7,Away
784,2020/2021,Parma,Atalanta,0-1,2-4,2-5,Unknown,13:00,0,1,2,4,2,5,1,6,7,Away
785,2020/2021,Atalanta,Torino,3-2,0-1,3-3,Unknown,14:00,3,2,0,1,3,3,5,1,6,Draw
786,2020/2021,Napoli,Crotone,3-1,1-2,4-3,Unknown,13:00,3,1,1,2,4,3,4,3,7,Home
787,2020/2021,Milan,Roma,1-1,2-2,3-3,Unknown,19:45,1,1,2,2,3,3,2,4,6,Draw
788,2020/2021,Lazio,Genoa,2-0,2-3,4-3,Unknown,10:30,2,0,2,3,4,3,2,5,7,Home
789,2020/2021,Crotone,Torino,1-1,3-1,4-2,Unknown,14:00,1,1,3,1,4,2,2,4,6,Home
790,2020/2021,Sassuolo,Napoli,2-1,1-2,3-3,Unknown,17:30,2,1,1,2,3,3,3,3,6,Draw
791,2020/2021,Lazio,Benevento,3-1,2-2,5-3,Unknown,13:00,3,1,2,2,5,3,4,4,8,Home
792,2020/2021,Cagliari,Parma,1-2,3-1,4-3,Unknown,18:45,1,2,3,1,4,3,3,4,7,Home
793,2020/2021,Torino,Lazio,2-1,1-3,3-4,Unknown,14:00,2,1,1,3,3,4,3,4,7,Away
794,2020/2021,Sassuolo,Torino,0-1,3-2,3-3,700,18:45,0,1,3,2,3,3,1,5,6,Draw
795,2020/2021,Bologna,Sassuolo,2-1,1-3,3-4,"1,000",10:30,2,1,1,3,3,4,3,4,7,Away
796,2020/2021,Inter,Fiorentina,1-1,3-2,4-3,"1,000",18:45,1,1,3,2,4,3,2,5,7,Home
797,2020/2021,Atalanta,Milan,0-1,0-1,0-2,Unknown,18:45,0,1,0,1,0,2,1,1,2,Away
798,2020/2021,Sassuolo,Lazio,1-0,1-0,2-0,Unknown,18:45,1,0,1,0,2,0,1,1,2,Home
799,2020/2021,Napoli,Verona,0-0,1-1,1-1,Unknown,18:45,0,0,1,1,1,1,0,2,2,Draw
800,2020/2021,Spezia,Roma,2-0,0-2,2-2,Unknown,18:45,2,0,0,2,2,2,2,2,4,Draw
801,2020/2021,Bologna,Juventus,0-3,1-1,1-4,Unknown,18:45,0,3,1,1,1,4,3,2,5,Away
802,2020/2021,Torino,Benevento,1-0,0-1,1-1,Unknown,18:45,1,0,0,1,1,1,1,1,2,Draw
803,2020/2021,Inter,Udinese,2-0,3-1,5-1,"1,000",13:00,2,0,3,1,5,1,2,4,6,Home
804,2020/2021,Cagliari,Genoa,0-1,0-0,0-1,Unknown,18:45,0,1,0,0,0,1,1,0,1,Away
805,2020/2021,Sampdoria,Parma,2-0,1-0,3-0,Unknown,18:45,2,0,1,0,3,0,2,1,3,Home
806,2020/2021,Crotone,Fiorentina,0-0,0-0,0-0,Unknown,18:45,0,0,0,0,0,0,0,0,0,Draw
807,2020/2021,Verona,Bologna,1-1,1-1,2-2,Unknown,18:45,1,1,1,1,2,2,2,2,4,Draw
808,2020/2021,Milan,Cagliari,0-0,0-0,0-0,Unknown,18:45,0,0,0,0,0,0,0,0,0,Draw
809,2020/2021,Parma,Sassuolo,1-1,0-2,1-3,Unknown,16:00,1,1,0,2,1,3,2,2,4,Away
810,2020/2021,Benevento,Crotone,1-0,0-1,1-1,Unknown,13:00,1,0,0,1,1,1,1,1,2,Draw
811,2020/2021,Udinese,Sampdoria,0-0,0-1,0-1,Unknown,13:00,0,0,0,1,0,1,0,1,1,Away
812,2020/2021,Fiorentina,Napoli,0-0,0-2,0-2,Unknown,10:30,0,0,0,2,0,2,0,2,2,Away
813,2020/2021,Roma,Lazio,1-0,1-0,2-0,Unknown,18:45,1,0,1,0,2,0,1,1,2,Home
814,2020/2021,Juventus,Inter,2-1,1-1,3-2,Unknown,16:00,2,1,1,1,3,2,3,2,5,Home
815,2020/2021,Genoa,Atalanta,0-3,3-1,3-4,Unknown,13:00,0,3,3,1,3,4,3,4,7,Away
816,2020/2021,Crotone,Verona,1-0,1-1,2-1,Unknown,18:45,1,0,1,1,2,1,1,2,3,Home
817,2020/2021,Spezia,Torino,2-0,2-1,4-1,Unknown,13:00,2,0,2,1,4,1,2,3,5,Home
818,2020/2021,Sassuolo,Juventus,0-2,1-1,1-3,Unknown,18:45,0,2,1,1,1,3,2,2,4,Away
819,2020/2021,Bologna,Genoa,0-1,0-1,0-2,Unknown,18:45,0,1,0,1,0,2,1,1,2,Away
820,2020/2021,Torino,Milan,0-2,0-5,0-7,Unknown,18:45,0,2,0,5,0,7,2,5,7,Away
821,2020/2021,Sampdoria,Spezia,1-1,1-1,2-2,Unknown,18:45,1,1,1,1,2,2,2,2,4,Draw
822,2020/2021,Atalanta,Benevento,1-0,1-0,2-0,Unknown,18:45,1,0,1,0,2,0,1,1,2,Home
823,2020/2021,Lazio,Parma,0-0,1-0,1-0,Unknown,18:45,0,0,1,0,1,0,0,1,1,Home
824,2020/2021,Cagliari,Fiorentina,0-0,0-0,0-0,Unknown,16:30,0,0,0,0,0,0,0,0,0,Draw
825,2020/2021,Napoli,Udinese,2-1,3-0,5-1,Unknown,18:45,2,1,3,0,5,1,3,3,6,Home
826,2020/2021,Juventus,Milan,0-1,0-2,0-3,Unknown,18:45,0,1,0,2,0,3,1,2,3,Away
827,2020/2021,Roma,Crotone,0-0,5-0,5-0,Unknown,16:00,0,0,5,0,5,0,0,5,5,Home
828,2020/2021,Parma,Atalanta,0-1,2-4,2-5,Unknown,13:00,0,1,2,4,2,5,1,6,7,Away
829,2020/2021,Benevento,Cagliari,1-1,0-2,1-3,Unknown,13:00,1,1,0,2,1,3,2,2,4,Away
830,2020/2021,Verona,Torino,0-0,1-1,1-1,Unknown,13:00,0,0,1,1,1,1,0,2,2,Draw
831,2020/2021,Genoa,Sassuolo,0-1,1-1,1-2,Unknown,10:30,0,1,1,1,1,2,1,2,3,Away
832,2020/2021,Fiorentina,Lazio,1-0,1-0,2-0,Unknown,18:45,1,0,1,0,2,0,1,1,2,Home
833,2020/2021,Inter,Roma,2-1,1-0,3-1,Unknown,18:45,2,1,1,0,3,1,3,1,4,Home
834,2020/2021,Inter,Sampdoria,3-1,2-0,5-1,Unknown,16:00,3,1,2,0,5,1,4,2,6,Home
835,2020/2021,Spezia,Napoli,0-3,1-1,1-4,Unknown,13:00,0,3,1,1,1,4,3,2,5,Away
836,2020/2021,Udinese,Bologna,1-0,0-1,1-1,Unknown,13:00,1,0,0,1,1,1,1,1,2,Draw
837,2020/2021,Torino,Parma,0-0,1-0,1-0,Unknown,18:45,0,0,1,0,1,0,0,1,1,Home
838,2020/2021,Sampdoria,Roma,1-0,1-0,2-0,Unknown,18:45,1,0,1,0,2,0,1,1,2,Home
839,2020/2021,Udinese,Juventus,1-0,0-2,1-2,Unknown,16:00,1,0,0,2,1,2,1,2,3,Away
840,2020/2021,Napoli,Cagliari,1-0,0-1,1-1,Unknown,13:00,1,0,0,1,1,1,1,1,2,Draw
841,2020/2021,Sassuolo,Atalanta,0-1,1-0,1-1,Unknown,13:00,0,1,1,0,1,1,1,1,2,Draw
842,2020/2021,Bologna,Fiorentina,1-1,2-2,3-3,Unknown,13:00,1,1,2,2,3,3,2,4,6,Draw
843,2020/2021,Lazio,Genoa,2-0,2-3,4-3,Unknown,10:30,2,0,2,3,4,3,2,5,7,Home
844,2020/2021,Milan,Benevento,1-0,1-0,2-0,Unknown,18:45,1,0,1,0,2,0,1,1,2,Home
845,2020/2021,Crotone,Inter,0-0,0-2,0-2,Unknown,16:00,0,0,0,2,0,2,0,2,2,Away
846,2020/2021,Verona,Spezia,0-0,1-1,1-1,Unknown,13:00,0,0,1,1,1,1,0,2,2,Draw
847,2020/2021,Lazio,Milan,1-0,2-0,3-0,Unknown,18:45,1,0,2,0,3,0,1,2,3,Home
848,2020/2021,Torino,Napoli,0-2,0-0,0-2,Unknown,16:30,0,2,0,0,0,2,2,0,2,Away
849,2020/2021,Atalanta,Bologna,2-0,3-0,5-0,Unknown,18:45,2,0,3,0,5,0,2,3,5,Home
850,2020/2021,Cagliari,Roma,1-1,2-1,3-2,Unknown,16:00,1,1,2,1,3,2,2,3,5,Home
851,2020/2021,Fiorentina,Juventus,1-0,0-1,1-1,Unknown,13:00,1,0,0,1,1,1,1,1,2,Draw
852,2020/2021,Inter,Verona,0-0,1-0,1-0,Unknown,13:00,0,0,1,0,1,0,0,1,1,Home
853,2020/2021,Sassuolo,Sampdoria,0-0,1-0,1-0,Unknown,18:45,0,0,1,0,1,0,0,1,1,Home
854,2020/2021,Parma,Crotone,1-3,2-1,3-4,Unknown,16:00,1,3,2,1,3,4,4,3,7,Away
855,2020/2021,Benevento,Udinese,1-2,1-2,2-4,Unknown,10:30,1,2,1,2,2,4,3,3,6,Away
856,2020/2021,Genoa,Spezia,0-0,2-0,2-0,Unknown,13:00,0,0,2,0,2,0,0,2,2,Home
857,2020/2021,Napoli,Lazio,2-0,3-2,5-2,Unknown,18:45,2,0,3,2,5,2,2,5,7,Home
858,2020/2021,Roma,Atalanta,0-1,1-0,1-1,Unknown,16:30,0,1,1,0,1,1,1,1,2,Draw
859,2020/2021,Juventus,Parma,1-1,2-0,3-1,Unknown,18:45,1,1,2,0,3,1,2,2,4,Home
860,2020/2021,Crotone,Sampdoria,0-0,0-1,0-1,Unknown,18:45,0,0,0,1,0,1,0,1,1,Away
861,2020/2021,Genoa,Benevento,2-2,0-0,2-2,Unknown,18:45,2,2,0,0,2,2,4,0,4,Draw
862,2020/2021,Spezia,Inter,1-1,0-0,1-1,Unknown,18:45,1,1,0,0,1,1,2,0,2,Draw
863,2020/2021,Bologna,Torino,1-0,0-1,1-1,Unknown,18:45,1,0,0,1,1,1,1,1,2,Draw
864,2020/2021,Udinese,Cagliari,0-0,0-1,0-1,Unknown,18:45,0,0,0,1,0,1,0,1,1,Away
865,2020/2021,Milan,Sassuolo,1-0,0-2,1-2,Unknown,16:30,1,0,0,2,1,2,1,2,3,Away
866,2020/2021,Verona,Fiorentina,0-1,1-1,1-2,Unknown,18:45,0,1,1,1,1,2,1,2,3,Away
867,2020/2021,Napoli,Inter,1-0,0-1,1-1,Unknown,18:45,1,0,0,1,1,1,1,1,2,Draw
868,2020/2021,Torino,Roma,0-1,3-0,3-1,Unknown,16:00,0,1,3,0,3,1,1,3,4,Home
869,2020/2021,Atalanta,Juventus,0-0,1-0,1-0,Unknown,13:00,0,0,1,0,1,0,0,1,1,Home
870,2020/2021,Lazio,Benevento,3-1,2-2,5-3,Unknown,13:00,3,1,2,2,5,3,4,4,8,Home
871,2020/2021,Milan,Genoa,1-1,1-0,2-1,Unknown,10:30,1,1,1,0,2,1,2,1,3,Home
872,2020/2021,Bologna,Spezia,2-1,2-0,4-1,Unknown,13:00,2,1,2,0,4,1,3,2,5,Home
873,2020/2021,Cagliari,Parma,1-2,3-1,4-3,Unknown,18:45,1,2,3,1,4,3,3,4,7,Home
874,2020/2021,Sassuolo,Fiorentina,0-1,3-0,3-1,Unknown,16:00,0,1,3,0,3,1,1,3,4,Home
875,2020/2021,Crotone,Udinese,0-1,1-1,1-2,Unknown,13:00,0,1,1,1,1,2,1,2,3,Away
876,2020/2021,Sampdoria,Verona,0-1,3-0,3-1,Unknown,13:00,0,1,3,0,3,1,1,3,4,Home
877,2020/2021,Benevento,Sassuolo,0-1,0-0,0-1,Unknown,18:45,0,1,0,0,0,1,1,0,1,Away
878,2020/2021,Fiorentina,Atalanta,0-2,2-1,2-3,Unknown,18:45,0,2,2,1,2,3,2,3,5,Away
879,2020/2021,Roma,Bologna,1-0,0-0,1-0,Unknown,16:00,1,0,0,0,1,0,1,0,1,Home
880,2020/2021,Verona,Lazio,0-0,0-1,0-1,Unknown,13:00,0,0,0,1,0,1,0,1,1,Away
881,2020/2021,Sampdoria,Napoli,0-1,0-1,0-2,Unknown,13:00,0,1,0,1,0,2,1,1,2,Away
882,2020/2021,Juventus,Genoa,2-0,1-1,3-1,Unknown,13:00,2,0,1,1,3,1,2,2,4,Home
883,2020/2021,Inter,Cagliari,0-0,1-0,1-0,Unknown,10:30,0,0,1,0,1,0,0,1,1,Home
884,2020/2021,Udinese,Torino,0-0,0-1,0-1,Unknown,18:45,0,0,0,1,0,1,0,1,1,Away
885,2020/2021,Parma,Milan,0-2,1-1,1-3,Unknown,16:00,0,2,1,1,1,3,2,2,4,Away
886,2020/2021,Spezia,Crotone,0-1,3-1,3-2,Unknown,13:00,0,1,3,1,3,2,1,4,5,Home
887,2020/2021,Bologna,Inter,0-1,0-0,0-1,Unknown,18:45,0,1,0,0,0,1,1,0,1,Away
888,2020/2021,Torino,Juventus,1-1,1-1,2-2,Unknown,16:00,1,1,1,1,2,2,2,2,4,Draw
889,2020/2021,Genoa,Fiorentina,1-1,0-0,1-1,Unknown,13:00,1,1,0,0,1,1,2,0,2,Draw
890,2020/2021,Cagliari,Verona,0-0,0-2,0-2,Unknown,13:00,0,0,0,2,0,2,0,2,2,Away
891,2020/2021,Benevento,Parma,1-0,1-2,2-2,Unknown,13:00,1,0,1,2,2,2,1,3,4,Draw
892,2020/2021,Atalanta,Udinese,2-1,1-1,3-2,Unknown,13:00,2,1,1,1,3,2,3,2,5,Home
893,2020/2021,Sassuolo,Roma,0-1,2-1,2-2,Unknown,13:00,0,1,2,1,2,2,1,3,4,Draw
894,2020/2021,Lazio,Spezia,0-0,2-1,2-1,Unknown,13:00,0,0,2,1,2,1,0,3,3,Home
895,2020/2021,Napoli,Crotone,3-1,1-2,4-3,Unknown,13:00,3,1,1,2,4,3,4,3,7,Home
896,2020/2021,Milan,Sampdoria,0-0,1-1,1-1,Unknown,10:30,0,0,1,1,1,1,0,2,2,Draw
897,2020/2021,Inter,Sassuolo,1-0,1-1,2-1,Unknown,16:45,1,0,1,1,2,1,1,2,3,Home
898,2020/2021,Roma,Napoli,0-2,0-0,0-2,Unknown,19:45,0,2,0,0,0,2,2,0,2,Away
899,2020/2021,Fiorentina,Milan,1-1,1-2,2-3,Unknown,17:00,1,1,1,2,2,3,2,3,5,Away
900,2020/2021,Juventus,Benevento,0-0,0-1,0-1,Unknown,14:00,0,0,0,1,0,1,0,1,1,Away
901,2020/2021,Sampdoria,Torino,1-0,0-0,1-0,Unknown,14:00,1,0,0,0,1,0,1,0,1,Home
902,2020/2021,Udinese,Lazio,0-1,0-0,0-1,Unknown,14:00,0,1,0,0,0,1,1,0,1,Away
903,2020/2021,Verona,Atalanta,0-2,0-0,0-2,Unknown,11:30,0,2,0,0,0,2,2,0,2,Away
904,2020/2021,Spezia,Cagliari,0-0,2-1,2-1,Unknown,17:00,0,0,2,1,2,1,0,3,3,Home
905,2020/2021,Crotone,Bologna,2-0,0-3,2-3,Unknown,14:00,2,0,0,3,2,3,2,3,5,Away
906,2020/2021,Parma,Genoa,1-0,0-2,1-2,Unknown,19:45,1,0,0,2,1,2,1,2,3,Away
907,2020/2021,Milan,Napoli,0-0,0-1,0-1,Unknown,19:45,0,0,0,1,0,1,0,1,1,Away
908,2020/2021,Cagliari,Juventus,0-3,1-0,1-3,Unknown,17:00,0,3,1,0,1,3,3,1,4,Away
909,2020/2021,Torino,Inter,0-0,1-2,1-2,Unknown,14:00,0,0,1,2,1,2,0,3,3,Away
910,2020/2021,Bologna,Sampdoria,2-1,1-0,3-1,Unknown,11:30,2,1,1,0,3,1,3,1,4,Home
911,2020/2021,Parma,Roma,1-0,1-0,2-0,Unknown,14:00,1,0,1,0,2,0,1,1,2,Home
912,2020/2021,Genoa,Udinese,1-1,0-0,1-1,Unknown,19:45,1,1,0,0,1,1,2,0,2,Draw
913,2020/2021,Benevento,Fiorentina,0-3,1-1,1-4,Unknown,17:00,0,3,1,1,1,4,3,2,5,Away
914,2020/2021,Sassuolo,Verona,1-1,2-1,3-2,Unknown,14:00,1,1,2,1,3,2,2,3,5,Home
915,2020/2021,Atalanta,Spezia,0-0,3-1,3-1,Unknown,19:45,0,0,3,1,3,1,0,4,4,Home
916,2020/2021,Lazio,Crotone,2-1,1-1,3-2,Unknown,14:00,2,1,1,1,3,2,3,2,5,Home
917,2020/2021,Inter,Atalanta,0-0,1-0,1-0,Unknown,19:45,0,0,1,0,1,0,0,1,1,Home
918,2020/2021,Napoli,Bologna,1-0,2-1,3-1,Unknown,19:45,1,0,2,1,3,1,1,3,4,Home
919,2020/2021,Sampdoria,Cagliari,0-1,2-1,2-2,Unknown,17:00,0,1,2,1,2,2,1,3,4,Draw
920,2020/2021,Fiorentina,Parma,2-1,1-2,3-3,Unknown,14:00,2,1,1,2,3,3,3,3,6,Draw
921,2020/2021,Crotone,Torino,1-1,3-1,4-2,Unknown,14:00,1,1,3,1,4,2,2,4,6,Home
922,2020/2021,Verona,Milan,0-1,0-1,0-2,Unknown,14:00,0,1,0,1,0,2,1,1,2,Away
923,2020/2021,Roma,Genoa,1-0,0-0,1-0,Unknown,11:30,1,0,0,0,1,0,1,0,1,Home
924,2020/2021,Juventus,Lazio,1-1,2-0,3-1,Unknown,19:45,1,1,2,0,3,1,2,2,4,Home
925,2020/2021,Udinese,Sassuolo,1-0,1-0,2-0,Unknown,17:00,1,0,1,0,2,0,1,1,2,Home
926,2020/2021,Spezia,Benevento,0-1,1-0,1-1,Unknown,14:00,0,1,1,0,1,1,1,1,2,Draw
927,2020/2021,Lazio,Torino,0-0,0-0,0-0,Unknown,18:30,0,0,0,0,0,0,0,0,0,Draw
928,2020/2021,Parma,Inter,0-0,1-2,1-2,Unknown,19:45,0,0,1,2,1,2,0,3,3,Away
929,2020/2021,Benevento,Verona,0-2,0-1,0-3,Unknown,19:45,0,2,0,1,0,3,2,1,3,Away
930,2020/2021,Genoa,Sampdoria,0-0,1-1,1-1,Unknown,19:45,0,0,1,1,1,1,0,2,2,Draw
931,2020/2021,Cagliari,Bologna,1-0,0-0,1-0,Unknown,19:45,1,0,0,0,1,0,1,0,1,Home
932,2020/2021,Atalanta,Crotone,1-1,4-0,5-1,Unknown,19:45,1,1,4,0,5,1,2,4,6,Home
933,2020/2021,Fiorentina,Roma,0-0,1-2,1-2,Unknown,19:45,0,0,1,2,1,2,0,3,3,Away
934,2020/2021,Sassuolo,Napoli,2-1,1-2,3-3,Unknown,17:30,2,1,1,2,3,3,3,3,6,Draw
935,2020/2021,Milan,Udinese,0-0,1-1,1-1,Unknown,19:45,0,0,1,1,1,1,0,2,2,Draw
936,2020/2021,Juventus,Spezia,0-0,3-0,3-0,Unknown,19:45,0,0,3,0,3,0,0,3,3,Home
937,2020/2021,Torino,Sassuolo,0-2,3-0,3-2,Unknown,14:00,0,2,3,0,3,2,2,3,5,Home
938,2020/2021,Roma,Milan,0-1,1-1,1-2,Unknown,19:45,0,1,1,1,1,2,1,2,3,Away
939,2020/2021,Napoli,Benevento,1-0,1-0,2-0,Unknown,17:00,1,0,1,0,2,0,1,1,2,Home
940,2020/2021,Crotone,Cagliari,0-0,0-2,0-2,Unknown,14:00,0,0,0,2,0,2,0,2,2,Away
941,2020/2021,Udinese,Fiorentina,0-0,1-0,1-0,Unknown,14:00,0,0,1,0,1,0,0,1,1,Home
942,2020/2021,Inter,Genoa,1-0,2-0,3-0,Unknown,14:00,1,0,2,0,3,0,1,2,3,Home
943,2020/2021,Sampdoria,Atalanta,0-1,0-1,0-2,Unknown,11:30,0,1,0,1,0,2,1,1,2,Away
944,2020/2021,Verona,Juventus,0-0,1-1,1-1,Unknown,19:45,0,0,1,1,1,1,0,2,2,Draw
945,2020/2021,Bologna,Lazio,1-0,1-0,2-0,Unknown,17:00,1,0,1,0,2,0,1,1,2,Home
946,2020/2021,Spezia,Parma,0-2,2-0,2-2,Unknown,14:00,0,2,2,0,2,2,2,2,4,Draw
947,2020/2021,Juventus,Crotone,2-0,1-0,3-0,Unknown,19:45,2,0,1,0,3,0,2,1,3,Home
948,2020/2021,Benevento,Roma,0-0,0-0,0-0,Unknown,19:45,0,0,0,0,0,0,0,0,0,Draw
949,2020/2021,Atalanta,Napoli,0-0,4-2,4-2,Unknown,17:00,0,0,4,2,4,2,0,6,6,Home
950,2020/2021,Milan,Inter,0-1,0-2,0-3,Unknown,14:00,0,1,0,2,0,3,1,2,3,Away
951,2020/2021,Parma,Udinese,2-0,0-2,2-2,Unknown,11:30,2,0,0,2,2,2,2,2,4,Draw
952,2020/2021,Sassuolo,Bologna,0-1,1-0,1-1,Unknown,19:45,0,1,1,0,1,1,1,1,2,Draw
953,2020/2021,Genoa,Verona,0-1,2-1,2-2,Unknown,17:00,0,1,2,1,2,2,1,3,4,Draw
954,2020/2021,Lazio,Sampdoria,1-0,0-0,1-0,Unknown,14:00,1,0,0,0,1,0,1,0,1,Home
955,2020/2021,Cagliari,Torino,0-0,0-1,0-1,Unknown,19:45,0,0,0,1,0,1,0,1,1,Away
956,2020/2021,Fiorentina,Spezia,0-0,3-0,3-0,Unknown,17:30,0,0,3,0,3,0,0,3,3,Home
957,2020/2021,Inter,Lazio,2-0,1-1,3-1,Unknown,19:45,2,0,1,1,3,1,2,2,4,Home
958,2020/2021,Verona,Parma,1-1,1-0,2-1,Unknown,19:45,1,1,1,0,2,1,2,1,3,Home
959,2020/2021,Crotone,Sassuolo,1-1,0-1,1-2,Unknown,17:00,1,1,0,1,1,2,2,1,3,Away
960,2020/2021,Cagliari,Atalanta,0-0,0-1,0-1,Unknown,14:00,0,0,0,1,0,1,0,1,1,Away
961,2020/2021,Sampdoria,Fiorentina,1-1,1-0,2-1,Unknown,14:00,1,1,1,0,2,1,2,1,3,Home
962,2020/2021,Roma,Udinese,2-0,1-0,3-0,Unknown,11:30,2,0,1,0,3,0,2,1,3,Home
963,2020/2021,Spezia,Milan,0-0,2-0,2-0,Unknown,19:45,0,0,2,0,2,0,0,2,2,Home
964,2020/2021,Napoli,Juventus,1-0,0-0,1-0,Unknown,17:00,1,0,0,0,1,0,1,0,1,Home
965,2020/2021,Torino,Genoa,0-0,0-0,0-0,Unknown,14:00,0,0,0,0,0,0,0,0,0,Draw
966,2020/2021,Bologna,Benevento,1-0,0-1,1-1,Unknown,19:45,1,0,0,1,1,1,1,1,2,Draw
967,2020/2021,Lazio,Cagliari,0-0,1-0,1-0,Unknown,19:45,0,0,1,0,1,0,0,1,1,Home
968,2020/2021,Parma,Bologna,0-2,0-1,0-3,Unknown,17:00,0,2,0,1,0,3,2,1,3,Away
969,2020/2021,Udinese,Verona,0-0,2-0,2-0,Unknown,14:00,0,0,2,0,2,0,0,2,2,Home
970,2020/2021,Milan,Crotone,1-0,3-0,4-0,Unknown,14:00,1,0,3,0,4,0,1,3,4,Home
971,2020/2021,Benevento,Sampdoria,0-0,1-1,1-1,Unknown,11:30,0,0,1,1,1,1,0,2,2,Draw
972,2020/2021,Sassuolo,Spezia,1-1,0-1,1-2,Unknown,14:00,1,1,0,1,1,2,2,1,3,Away
973,2020/2021,Genoa,Napoli,2-0,0-1,2-1,Unknown,19:45,2,0,0,1,2,1,2,1,3,Home
974,2020/2021,Juventus,Roma,1-0,1-0,2-0,Unknown,17:00,1,0,1,0,2,0,1,1,2,Home
975,2020/2021,Atalanta,Torino,3-2,0-1,3-3,Unknown,14:00,3,2,0,1,3,3,5,1,6,Draw
976,2020/2021,Fiorentina,Inter,0-1,0-1,0-2,Unknown,19:45,0,1,0,1,0,2,1,1,2,Away
977,2020/2021,Roma,Verona,3-0,0-1,3-1,Unknown,19:45,3,0,0,1,3,1,3,1,4,Home
978,2020/2021,Napoli,Parma,1-0,1-0,2-0,Unknown,17:00,1,0,1,0,2,0,1,1,2,Home
979,2020/2021,Atalanta,Lazio,0-1,1-2,1-3,Unknown,14:00,0,1,1,2,1,3,1,3,4,Away
980,2020/2021,Crotone,Genoa,0-2,0-1,0-3,Unknown,14:00,0,2,0,1,0,3,2,1,3,Away
981,2020/2021,Cagliari,Sassuolo,0-0,1-1,1-1,Unknown,14:00,0,0,1,1,1,1,0,2,2,Draw
982,2020/2021,Spezia,Udinese,0-0,0-1,0-1,Unknown,11:30,0,0,0,1,0,1,0,1,1,Away
983,2020/2021,Inter,Benevento,1-0,3-0,4-0,Unknown,19:45,1,0,3,0,4,0,1,3,4,Home
984,2020/2021,Sampdoria,Juventus,0-1,0-1,0-2,Unknown,17:00,0,1,0,1,0,2,1,1,2,Away
985,2020/2021,Bologna,Milan,0-1,1-1,1-2,Unknown,14:00,0,1,1,1,1,2,1,2,3,Away
986,2020/2021,Torino,Fiorentina,0-0,1-1,1-1,Unknown,19:45,0,0,1,1,1,1,0,2,2,Draw
987,2020/2021,Parma,Sampdoria,0-2,0-0,0-2,Unknown,19:45,0,2,0,0,0,2,2,0,2,Away
988,2020/2021,Lazio,Sassuolo,1-1,1-0,2-1,Unknown,17:00,1,1,1,0,2,1,2,1,3,Home
989,2020/2021,Verona,Napoli,1-1,2-0,3-1,Unknown,14:00,1,1,2,0,3,1,2,2,4,Home
990,2020/2021,Genoa,Cagliari,1-0,0-0,1-0,Unknown,14:00,1,0,0,0,1,0,1,0,1,Home
991,2020/2021,Juventus,Bologna,1-0,1-0,2-0,Unknown,11:30,1,0,1,0,2,0,1,1,2,Home
992,2020/2021,Fiorentina,Crotone,2-0,0-1,2-1,Unknown,19:45,2,0,0,1,2,1,2,1,3,Home
993,2020/2021,Milan,Atalanta,0-1,0-2,0-3,Unknown,17:00,0,1,0,2,0,3,1,2,3,Away
994,2020/2021,Udinese,Inter,0-0,0-0,0-0,Unknown,17:00,0,0,0,0,0,0,0,0,0,Draw
995,2020/2021,Roma,Spezia,1-1,3-2,4-3,Unknown,14:00,1,1,3,2,4,3,2,5,7,Home
996,2020/2021,Benevento,Torino,1-0,1-2,2-2,Unknown,19:45,1,0,1,2,2,2,1,3,4,Draw
997,2020/2021,Cagliari,Milan,0-1,0-1,0-2,Unknown,19:45,0,1,0,1,0,2,1,1,2,Away
998,2020/2021,Inter,Juventus,1-0,1-0,2-0,Unknown,19:45,1,0,1,0,2,0,1,1,2,Home
999,2020/2021,Atalanta,Genoa,0-0,0-0,0-0,Unknown,17:00,0,0,0,0,0,0,0,0,0,Draw
1000,2020/2021,Crotone,Benevento,2-0,2-1,4-1,Unknown,14:00,2,0,2,1,4,1,2,3,5,Home
1001,2020/2021,Sassuolo,Parma,0-1,1-0,1-1,Unknown,14:00,0,1,1,0,1,1,1,1,2,Draw
1002,2020/2021,Napoli,Fiorentina,4-0,2-0,6-0,Unknown,11:30,4,0,2,0,6,0,4,2,6,Home
1003,2020/2021,Sampdoria,Udinese,0-0,2-1,2-1,Unknown,19:45,0,0,2,1,2,1,0,3,3,Home
1004,2020/2021,Torino,Spezia,0-0,0-0,0-0,Unknown,17:00,0,0,0,0,0,0,0,0,0,Draw
1005,2020/2021,Bologna,Verona,1-0,0-0,1-0,Unknown,14:00,1,0,0,0,1,0,1,0,1,Home
1006,2020/2021,Lazio,Roma,2-0,1-0,3-0,Unknown,19:45,2,0,1,0,3,0,2,1,3,Home
1007,2020/2021,Spezia,Sampdoria,1-1,1-0,2-1,Unknown,19:45,1,1,1,0,2,1,2,1,3,Home
1008,2020/2021,Juventus,Sassuolo,0-0,3-1,3-1,Unknown,19:45,0,0,3,1,3,1,0,4,4,Home
1009,2020/2021,Fiorentina,Cagliari,0-0,1-0,1-0,Unknown,17:00,0,0,1,0,1,0,0,1,1,Home
1010,2020/2021,Verona,Crotone,2-0,0-1,2-1,Unknown,14:00,2,0,0,1,2,1,2,1,3,Home
1011,2020/2021,Udinese,Napoli,1-1,0-1,1-2,Unknown,14:00,1,1,0,1,1,2,2,1,3,Away
