,season,team_name1,team_name2,first_half,second_half,match_score,attendance,match_time,first_half_home,first_half_away,second_half_home,second_half_away,total_scored_home,total_scored_away,first_half_total,second_half_total,total_goal,winner
891,2020/2021,Frankfurt,W. Bremen,0-0,1-1,1-1,Unknown,14:30,0,0,1,1,1,1,0,2,2,Draw
892,2020/2021,W. Bremen,Hoffenheim,1-1,0-0,1-1,Unknown,17:00,1,1,0,0,1,1,2,0,2,Draw
893,2020/2021,Schalke,Stuttgart,1-0,0-1,1-1,Unknown,19:30,1,0,0,1,1,1,1,1,2,Draw
894,2020/2021,Leverkusen,Augsburg,1-0,2-1,3-1,Unknown,19:30,1,0,2,1,3,1,1,3,4,Home
895,2020/2021,Wolfsburg,Bielefeld,2-0,0-1,2-1,"4,519",14:30,2,0,0,1,2,1,2,1,3,Home
896,2020/2021,Dortmund,Schalke,0-0,3-0,3-0,300,16:30,0,0,3,0,3,0,0,3,3,Home
897,2020/2021,RB Leipzig,Hertha,1-1,1-0,2-1,999,13:30,1,1,1,0,2,1,2,1,3,Home
898,2020/2021,Union Berlin,Freiburg,1-1,0-0,1-1,"4,500",13:30,1,1,0,0,1,1,2,0,2,Draw
899,2020/2021,Mainz,M'gladbach,2-1,0-2,2-3,100,13:30,2,1,0,2,2,3,3,2,5,Away
900,2020/2021,Schalke,Union Berlin,0-0,1-1,1-1,300,16:00,0,0,1,1,1,1,0,2,2,Draw
901,2020/2021,Bayern,Frankfurt,2-0,3-0,5-0,Unknown,13:30,2,0,3,0,5,0,2,3,5,Home
902,2020/2021,Köln,Frankfurt,0-1,1-0,1-1,300,13:30,0,1,1,0,1,1,1,1,2,Draw
903,2020/2021,M'gladbach,Wolfsburg,0-0,1-1,1-1,300,18:30,0,0,1,1,1,1,0,2,2,Draw
904,2020/2021,Augsburg,RB Leipzig,0-1,0-1,0-2,Unknown,13:30,0,1,0,1,0,2,1,1,2,Away
905,2020/2021,Bielefeld,Bayern,0-3,1-1,1-4,Unknown,16:30,0,3,1,1,1,4,3,2,5,Away
906,2020/2021,Hertha,Stuttgart,0-1,0-1,0-2,"4,000",13:30,0,1,0,1,0,2,1,1,2,Away
907,2020/2021,Hoffenheim,Dortmund,0-0,0-1,0-1,"6,030",13:30,0,0,0,1,0,1,0,1,1,Away
908,2020/2021,Stuttgart,Köln,1-1,0-0,1-1,Unknown,18:30,1,1,0,0,1,1,2,0,2,Draw
909,2020/2021,Mainz,Leverkusen,0-1,0-0,0-1,250,13:30,0,1,0,0,0,1,1,0,1,Away
910,2020/2021,Freiburg,W. Bremen,1-1,0-0,1-1,Unknown,13:30,1,1,0,0,1,1,2,0,2,Draw
911,2020/2021,Bayern,Hertha,1-0,3-3,4-3,Unknown,16:00,1,0,3,3,4,3,1,6,7,Home
912,2020/2021,W. Bremen,Bielefeld,1-0,0-0,1-0,300,13:30,1,0,0,0,1,0,1,0,1,Home
913,2020/2021,Wolfsburg,Augsburg,0-0,0-0,0-0,"4,632",13:30,0,0,0,0,0,0,0,0,0,Draw
914,2020/2021,RB Leipzig,Schalke,3-0,1-0,4-0,"8,500",16:30,3,0,1,0,4,0,3,1,4,Home
915,2020/2021,Stuttgart,Leverkusen,0-1,1-0,1-1,"9,500",13:30,0,1,1,0,1,1,1,1,2,Draw
916,2020/2021,Dortmund,Freiburg,1-0,3-0,4-0,"11,500",13:30,1,0,3,0,4,0,1,3,4,Home
917,2020/2021,Frankfurt,Hoffenheim,0-1,2-0,2-1,"8,000",13:30,0,1,2,0,2,1,1,2,3,Home
918,2020/2021,Köln,M'gladbach,0-2,1-1,1-3,300,13:30,0,2,1,1,1,3,2,2,4,Away
919,2020/2021,Union Berlin,Mainz,1-0,3-0,4-0,"4,400",18:30,1,0,3,0,4,0,1,3,4,Home
920,2020/2021,Freiburg,Wolfsburg,1-1,0-0,1-1,"3,200",16:00,1,1,0,0,1,1,2,0,2,Draw
921,2020/2021,Hoffenheim,Bayern,2-1,2-0,4-1,Unknown,13:30,2,1,2,0,4,1,3,2,5,Home
922,2020/2021,Augsburg,Dortmund,1-0,1-0,2-0,"6,000",13:30,1,0,1,0,2,0,1,1,2,Home
923,2020/2021,Schalke,W. Bremen,0-2,1-1,1-3,Unknown,16:30,0,2,1,1,1,3,2,2,4,Away
924,2020/2021,Bielefeld,Köln,0-0,1-0,1-0,"5,460",13:30,0,0,1,0,1,0,0,1,1,Home
925,2020/2021,M'gladbach,Union Berlin,0-0,1-1,1-1,"10,383",13:30,0,0,1,1,1,1,0,2,2,Draw
926,2020/2021,Mainz,Stuttgart,1-1,0-3,1-4,"3,403",13:30,1,1,0,3,1,4,2,3,5,Away
927,2020/2021,Leverkusen,RB Leipzig,1-1,0-0,1-1,"6,042",13:30,1,1,0,0,1,1,2,0,2,Draw
928,2020/2021,Wolfsburg,Leverkusen,0-0,0-0,0-0,Unknown,16:00,0,0,0,0,0,0,0,0,0,Draw
929,2020/2021,RB Leipzig,Mainz,2-0,1-1,3-1,"8,500",13:30,2,0,1,1,3,1,2,2,4,Home
930,2020/2021,Hertha,Frankfurt,0-2,1-1,1-3,"4,000",18:30,0,2,1,1,1,3,2,2,4,Away
931,2020/2021,Dortmund,M'gladbach,1-0,2-0,3-0,"9,300",16:30,1,0,2,0,3,0,1,2,3,Home
932,2020/2021,Union Berlin,Augsburg,0-1,1-2,1-3,"4,600",13:30,0,1,1,2,1,3,1,3,4,Away
933,2020/2021,W. Bremen,Hertha,0-2,1-2,1-4,"8,400",13:30,0,2,1,2,1,4,2,3,5,Away
934,2020/2021,Stuttgart,Freiburg,0-2,2-1,2-3,"7,123",13:30,0,2,2,1,2,3,2,3,5,Away
935,2020/2021,Frankfurt,Bielefeld,0-0,1-1,1-1,"6,500",13:30,0,0,1,1,1,1,0,2,2,Draw
936,2020/2021,Köln,Hoffenheim,1-2,1-1,2-3,Unknown,13:30,1,2,1,1,2,3,3,2,5,Away
